Rank,Score,Acedemik Reputation,Students,Citations_per_faculty,faculty_student_ratio,employer_reputation,employment_outcomes,international_faculty_ratio,sustainability_score,international_research_network,Total_Reputation,Global_Connectivity,Score_class
0.1544303797468354,0.4402515723270441,0.4585858585858586,0.8565656565656566,0.4484848484848485,0.7247706422018348,0.2352941176470588,0.7064777327935222,0.9403437815975731,0.9233261339092874,0.9363636363636364,0.3384615384615384,0.9394096323148629,2
0.8658227848101266,0.1295597484276729,0.0848484848484848,0.6828282828282829,0.390909090909091,0.7115188583078491,0.0649087221095334,0.082995951417004,0.9979777553083922,0.3012958963282937,0.4282828282828283,0.0625641025641025,0.7084412221646815,1
0.9164556962025316,0.0981132075471698,0.2545454545454546,0.5595959595959596,0.0797979797979798,0.4077471967380224,0.216024340770791,0.2813765182186235,0.1445904954499494,0.6695464362850974,0.7505050505050506,0.2251282051282051,0.4365613671672709,1
0.9468354430379748,0.080503144654088,0.0686868686868687,0.5585858585858586,0.6202020202020203,0.1906218144750255,0.0172413793103448,0.0283400809716599,0.6572295247724973,0.3239740820734341,0.5141414141414142,0.0302564102564102,0.5779388917659244,1
0.5417721518987342,0.9471698113207548,0.9989898989898992,1.0,0.8070707070707073,0.9469928644240572,0.9939148073022313,0.8917004048582996,0.9959555106167846,0.9838012958963284,0.9989898989898992,0.9964102564102564,1.0,0
0.5240506329113924,0.0716981132075471,0.0888888888888889,0.1222222222222222,0.6434343434343436,0.1141692150866462,0.0770791075050709,0.0253036437246963,0.0525783619817998,0.2159827213822894,0.4707070707070707,0.0707692307692307,0.2459865354738477,1
0.0075949367088607,0.050314465408805,0.0616161616161616,0.4252525252525252,0.0626262626262626,0.3282364933741081,0.0669371196754563,0.0364372469635627,0.0303336703741152,0.5183585313174947,0.585858585858586,0.0517948717948717,0.2936302433972035,1
0.5240506329113924,0.1433962264150943,0.1757575757575757,0.0202020202020202,0.0111111111111111,0.3730886850152905,0.4827586206896552,0.4817813765182186,0.0020222446916076,0.3218142548596113,0.2191919191919192,0.32,0.0911444847229414,1
0.610126582278481,0.4654088050314466,0.3737373737373737,0.5242424242424243,0.9929292929292932,0.4801223241590214,0.2494929006085193,0.3643724696356276,1.0,0.66414686825054,0.9545454545454548,0.3025641025641025,0.9792853443811498,2
0.2329113924050632,0.3408805031446542,0.3797979797979798,0.2939393939393939,0.7292929292929294,0.3353720693170234,0.191683569979716,0.3410931174089068,0.833164812942366,0.6511879049676027,0.9242424242424244,0.2764102564102564,0.8783013982392543,4
0.0075949367088607,0.1723270440251573,0.2121212121212121,0.1151515151515151,0.0525252525252525,0.1345565749235474,0.1450304259634888,0.0384615384615384,0.230535894843276,0.439524838012959,0.3252525252525253,0.1676923076923077,0.262558259968928,1
0.4784810126582278,0.1823899371069182,0.2242424242424242,0.0414141414141414,0.0717171717171717,0.253822629969419,0.1156186612576064,0.9838056680161944,0.0080889787664307,0.5777537796976242,0.9202020202020202,0.158974358974359,0.4536509580528224,1
0.5594936708860759,0.6150943396226416,0.7515151515151517,0.782828282828283,0.4808080808080808,0.4342507645259939,0.7809330628803246,0.5313765182186235,0.9261880687563194,0.9233261339092874,0.973737373737374,0.7630769230769231,0.951320559295702,2
0.7341772151898734,0.2603773584905661,0.401010101010101,0.5838383838383839,0.6515151515151516,0.1325178389398573,0.2413793103448275,0.0738866396761133,0.1880687563195146,0.6792656587473003,0.7141414141414143,0.3123076923076923,0.4401864319005697,4
0.5341772151898734,0.0779874213836478,0.0959595959595959,0.197979797979798,0.0404040404040404,1.0,0.1044624746450304,0.0941295546558704,0.0323559150657229,0.3488120950323974,0.3919191919191919,0.0882051282051282,0.1952356292076644,1
0.2379746835443038,0.3383647798742138,0.3434343434343435,0.4494949494949495,0.5727272727272729,0.4169215086646279,0.1764705882352941,0.5981781376518218,0.9635995955510616,0.7904967602591793,0.9515151515151516,0.2502564102564102,0.9590885551527708,4
0.4759493670886076,0.958490566037736,0.9969696969696972,0.9929292929292932,0.987878787878788,0.7115188583078491,0.962474645030426,0.9493927125506072,1.0,0.9956803455723544,0.9575757575757576,0.9794871794871794,0.9808389435525636,0
0.2151898734177215,0.3635220125786163,0.4828282828282828,0.4757575757575758,0.4767676767676768,0.1039755351681957,0.3377281947261664,0.8724696356275304,1.0,0.8725701943844494,0.6050505050505052,0.4025641025641025,0.8001035732780943,4
0.6886075949367089,0.330817610062893,0.5171717171717173,0.098989898989899,0.0151515151515151,0.6901121304791029,0.8813387423935091,0.2307692307692307,0.7704752275025277,0.531317494600432,0.5242424242424243,0.6948717948717948,0.6411185914034179,4
0.189873417721519,0.3987421383647799,0.3727272727272727,0.6020202020202021,0.9666666666666668,0.0336391437308868,0.4543610547667343,0.2621457489878542,0.3882709807886754,0.7343412526997841,0.8656565656565658,0.4056410256410256,0.6204039357845677,4
0.3721518987341772,0.1823899371069182,0.3616161616161616,0.1565656565656565,0.3737373737373737,0.3435270132517839,0.3113590263691684,0.1366396761133603,0.3478260869565217,0.6436285097192225,0.4585858585858586,0.3276923076923077,0.3909891248058001,1
0.4860759493670886,0.1106918238993711,0.1363636363636363,0.1656565656565656,0.1797979797979798,0.0825688073394495,0.2586206896551724,0.2722672064777328,0.633973710819009,0.6339092872570194,0.7030303030303031,0.1866666666666666,0.6628689798032107,1
0.6329113924050633,0.4276729559748428,0.6515151515151516,0.1878787878787879,0.0848484848484848,0.6452599388379205,0.9371196754563894,0.95748987854251,0.1425682507583417,0.66414686825054,0.5515151515151516,0.7912820512820513,0.3335059554634904,4
0.2,0.3861635220125787,0.497979797979798,0.5747474747474748,0.6777777777777778,0.0265035677879714,0.6409736308316429,0.3704453441295546,0.0626895854398382,0.714902807775378,0.788888888888889,0.5635897435897436,0.4142931123770067,4
0.6835443037974683,0.3371069182389937,0.2747474747474747,0.7949494949494951,0.8191919191919192,0.145769622833843,0.1764705882352941,0.5789473684210527,0.9949443882709808,0.8358531317494601,0.4848484848484848,0.2153846153846154,0.7358881408596583,4
0.5822784810126582,0.5496855345911951,0.5717171717171718,0.0686868686868687,0.9939393939393942,0.980632008154944,0.4989858012170385,0.4210526315789473,0.1395348837209302,0.5172786177105831,0.7414141414141416,0.5292307692307692,0.4293112377006733,2
0.6886075949367089,0.330817610062893,0.398989898989899,0.3727272727272727,0.4191919191919192,0.6656472986748216,0.1247464503042596,0.6912955465587045,0.9686552072800808,0.6231101511879049,0.9090909090909092,0.2523076923076923,0.939927498705334,4
0.9367088607594936,0.0867924528301886,0.1686868686868687,0.0494949494949495,0.3646464646464646,0.1182466870540265,0.2079107505070994,0.2712550607287449,0.5409504550050556,0.66414686825054,0.6767676767676769,0.1774358974358974,0.6017607457276023,1
0.2278481012658227,0.3471698113207548,0.4595959595959596,0.1838383838383838,0.3585858585858586,0.6758409785932722,0.4716024340770791,0.918016194331984,0.0424671385237613,0.66414686825054,0.8242424242424243,0.4584615384615385,0.4220611082340756,4
0.5443037974683544,0.080503144654088,0.098989898989899,0.8808080808080809,0.1111111111111111,0.073394495412844,0.0659229208924949,0.1275303643724696,0.551061678463094,0.3887688984881209,0.6121212121212123,0.0702564102564102,0.5737959606421543,1
0.5240506329113924,0.0867924528301886,0.106060606060606,0.0626262626262626,0.1545454545454545,0.1039755351681957,0.5689655172413792,0.4838056680161943,0.1415571284125379,0.4222462203023758,0.2181818181818182,0.3282051282051282,0.1620921802175038,1
0.8,0.1811320754716981,0.2474747474747475,0.2606060606060606,0.3272727272727272,0.4933741080530071,0.1754563894523326,0.2206477732793522,0.9140546006066732,0.6749460043196546,0.6333333333333334,0.201025641025641,0.7705851890212325,1
0.7949367088607595,0.189937106918239,0.2888888888888889,0.3262626262626262,0.3303030303030304,0.1834862385321101,0.3630831643002029,0.1933198380566801,0.5419615773508594,0.7699784017278619,0.8030303030303031,0.316923076923077,0.6670119109269809,4
0.5240506329113924,0.0440251572327044,0.0545454545454545,0.9636363636363638,0.1585858585858585,0.0499490316004077,0.0821501014198782,0.0941295546558704,0.8119312436804853,0.6166306695464363,0.5666666666666668,0.0558974358974359,0.6841015018125324,1
0.2455696202531645,0.8553459119496856,1.0,0.978787878787879,0.6848484848484849,0.4464831804281346,0.9908722109533468,0.9939271255060728,0.9787664307381192,1.0000000000000002,0.9696969696969698,0.9953846153846154,0.976178146038322,0
0.5341772151898734,0.0566037735849057,0.0696969696969697,0.8454545454545456,0.2111111111111111,0.0428134556574923,0.0415821501014198,0.0748987854251012,0.8938321536905964,0.3531317494600432,0.58989898989899,0.043076923076923,0.7379596064215433,1
0.8632911392405064,0.1308176100628931,0.4828282828282828,0.0777777777777777,0.0787878787878788,0.2048929663608563,0.2941176470588235,0.2783400809716599,0.044489383215369,0.6501079913606911,0.6545454545454547,0.3805128205128204,0.3360952874158467,1
0.5341772151898734,0.0867924528301886,0.107070707070707,0.0919191919191919,0.2353535353535353,0.0897043832823649,0.1643002028397566,0.2874493927125506,0.5763397371081901,0.4611231101511879,0.5676767676767678,0.1241025641025641,0.5639564992232005,1
0.5924050632911393,0.5283018867924529,0.6686868686868688,0.8929292929292931,0.5252525252525253,0.5535168195718655,0.4077079107505071,0.5293522267206477,0.9534883720930232,0.6501079913606911,0.9333333333333336,0.5323076923076924,0.9445882962195754,2
0.5443037974683544,0.1559748427672956,0.1919191919191919,0.0606060606060606,0.1,0.1549439347604485,0.2626774847870183,0.0050607287449392,0.1304347826086956,0.4535637149028078,0.7343434343434345,0.2169230769230769,0.4210253754531331,1
