WIND,RAIN,IND.1,T.MAX,T.MIN,Year,Month,T_AVG,IS_RAINIY
9.62,0.0,0.0,0.5427509293680298,0.6677966101694914,0.0,0.0909090909090909,0.4778059765109858,0.0
7.25,0.0,0.0,0.4907063197026022,0.5694915254237288,0.0,0.0909090909090909,0.5315207899000288,0.0
3.75,0.0,0.0,0.3234200743494423,0.5491525423728814,0.0,0.0909090909090909,0.3608946828638991,0.0
8.25,0.0,0.0,0.2825278810408922,0.5627118644067797,0.0,0.0909090909090909,0.297668938201939,0.0
16.38,0.0686567164179104,0.0,0.3308550185873606,0.5627118644067797,0.0,0.0909090909090909,0.353783432712149,1.0
8.17,0.0104477611940298,0.0,0.412639405204461,0.5966101694915255,0.0,0.0909090909090909,0.4093858001538171,1.0
13.08,0.0477611940298507,0.0,0.3680297397769517,0.4813559322033898,0.0,0.0909090909090909,0.4914139243322361,1.0
21.17,0.0313432835820895,0.0,0.5427509293680298,0.5661016949152542,0.0,0.0909090909090909,0.595887846314739,1.0
12.75,0.0462686567164179,0.0,0.379182156133829,0.5525423728813559,0.0,0.0909090909090909,0.4217061142027342,1.0
14.75,0.0149253731343283,0.0,0.3977695167286246,0.5186440677966102,0.0,0.0909090909090909,0.4826492353591941,1.0
10.25,0.0104477611940298,0.0,0.4758364312267658,0.6644067796610169,0.0,0.1818181818181818,0.4040450464390254,1.0
10.88,0.0,0.0,0.4572490706319703,0.6338983050847458,0.0,0.1818181818181818,0.417887109491609,0.0
11.29,0.0,0.0,0.4572490706319703,0.4915254237288136,0.0,0.1818181818181818,0.5832017272168635,0.0
6.21,0.0,0.0,0.4423791821561339,0.4847457627118644,0.0,0.1818181818181818,0.5738078535596134,0.0
5.5,0.0,0.0,0.6431226765799256,0.3898305084745763,0.0,0.1818181818181818,0.9171085759060392,0.0
2.83,0.0,0.0,0.5390334572490707,0.535593220338983,0.0,0.1818181818181818,0.6269959076781565,0.0
3.63,0.0,0.0,0.550185873605948,0.5932203389830508,0.0,0.1818181818181818,0.5730323468558216,0.0
1.71,0.0,0.0,0.5650557620817844,0.5389830508474577,0.0,0.1818181818181818,0.6532753423953238,0.0
3.75,0.0,0.0,0.5315985130111525,0.5966101694915255,0.0,0.1818181818181818,0.5475137866404876,0.0
8.79,0.0,0.0,0.4423791821561339,0.6169491525423729,0.0,0.1818181818181818,0.4203014228147341,0.0
10.34,0.0,0.0,0.5464684014869888,0.5830508474576271,0.0,0.1818181818181818,0.5805240342584884,0.0
17.12,0.0014925373134328,0.0,0.5018587360594796,0.5525423728813559,0.0,0.1818181818181818,0.5641506002671132,1.0
13.96,0.0,0.0,0.5799256505576209,0.7457627118644068,0.0,0.1818181818181818,0.4304415387718594,0.0
8.12,0.0,0.0,0.5799256505576209,0.711864406779661,0.0,0.1818181818181818,0.4698021620397772,0.0
11.54,0.0,0.0,0.6059479553903346,0.6305084745762712,0.0,0.1818181818181818,0.5944831549267389,0.0
2.75,0.0,0.0,0.7026022304832714,0.4644067796610169,0.0,0.1818181818181818,0.8995791979599557,0.0
13.0,0.0,0.0,0.3643122676579926,0.4610169491525424,0.0,0.1818181818181818,0.5107137987152782,0.0
13.17,0.0074626865671641,0.0,0.3828996282527881,0.4847457627118644,0.0,0.1818181818181818,0.504743860316278,1.0
7.75,0.0,0.5,0.3605947955390334,0.5016949152542373,0.0,0.1818181818181818,0.4591645512160685,0.0
15.41,0.0,0.0,0.4423791821561339,0.4677966101694915,0.0,0.1818181818181818,0.5934881651935723,0.0
8.17,0.0,0.0,0.3866171003717473,0.447457627118644,0.0,0.1818181818181818,0.5523570454886961,0.0
8.0,0.0,0.0,0.4758364312267658,0.4949152542372881,0.0,0.1818181818181818,0.600848162778614,0.0
10.88,0.0,0.0,0.3531598513011152,0.576271186440678,0.0,0.1818181818181818,0.3639381808712326,0.0
8.46,0.0,0.0,0.5427509293680298,0.5966101694915255,0.0,0.1818181818181818,0.5604632853736129,0.0
10.75,0.0,0.0,0.4572490706319703,0.4983050847457627,0.0,0.1818181818181818,0.5753296025632799,0.0
13.75,0.0044776119402985,0.0,0.4423791821561339,0.6745762711864407,0.0,0.1818181818181818,0.353388363259274,1.0
6.75,0.0,0.0,0.4386617100371747,0.3627118644067796,0.0,0.1818181818181818,0.7111895977464088,0.0
10.88,0.0164179104477611,0.0,0.4981412639405205,0.4033898305084746,0.0,0.1818181818181818,0.7330208430682428,1.0
16.62,0.026865671641791,0.0,0.550185873605948,0.6440677966101696,0.0,0.1818181818181818,0.5139914119539448,1.0
14.79,0.026865671641791,0.0,0.5167286245353161,0.711864406779661,0.0,0.1818181818181818,0.3964216692187335,1.0
11.92,0.0164179104477611,0.0,0.5427509293680298,0.6305084745762712,0.0,0.1818181818181818,0.5211026621056952,1.0
11.67,0.0373134328358208,0.0,0.5130111524163569,0.688135593220339,0.0,0.2727272727272727,0.4196576059285672,1.0
5.25,0.0,0.0,0.3866171003717473,0.5661016949152542,0.0,0.2727272727272727,0.414594864050984,0.0
5.5,0.0388059701492537,0.0,0.2490706319702602,0.5050847457627119,0.0,0.2727272727272727,0.3257335015580231,1.0
6.0,0.1432835820895522,0.0,0.4052044609665428,0.5186440677966102,0.0,0.2727272727272727,0.491282234514611,1.0
9.25,0.0626865671641791,0.0,0.5353159851301116,0.5491525423728814,0.0,0.2727272727272727,0.6069351587932809,1.0
5.0,0.0,0.0,0.4423791821561339,0.6610169491525424,0.0,0.2727272727272727,0.3691326125664411,0.0
5.33,0.0,0.0,0.3828996282527881,0.4271186440677966,0.0,0.2727272727272727,0.5716569198717383,0.0
8.71,0.1208955223880597,0.0,0.4535315985130112,0.5186440677966102,0.0,0.2727272727272727,0.547396729024821,1.0
9.96,0.0283582089552238,0.0,0.4498141263940521,0.688135593220339,0.0,0.2727272727272727,0.3462771131075237,1.0
5.21,0.0283582089552238,0.0,0.5390334572490707,0.7084745762711865,0.0,0.2727272727272727,0.4262567290117759,1.0
5.66,0.0865671641791044,0.0,0.6022304832713755,0.5152542372881356,0.0,0.2727272727272727,0.7239927744599508,1.0
6.54,0.1164179104477611,0.0,0.5130111524163569,0.7423728813559323,0.0,0.2727272727272727,0.3566806086998988,1.0
8.0,0.0014925373134328,0.0,0.5613382899628253,0.6949152542372882,0.0,0.2727272727272727,0.4678999757851937,1.0
4.29,0.0074626865671641,0.0,0.5464684014869888,0.6271186440677966,0.0,0.2727272727272727,0.5293552240101953,1.0
2.46,0.0,0.0,0.4758364312267658,0.5050847457627119,0.0,0.2727272727272727,0.5890399757982387,0.0
2.88,0.0,0.0,0.4572490706319703,0.4677966101694915,0.0,0.2727272727272727,0.6107541635044059,0.0
4.46,0.0,0.0,0.5799256505576209,0.5186440677966102,0.0,0.2727272727272727,0.6941577146669083,0.0
5.66,0.0029850746268656,0.0,0.4014869888475836,0.6169491525423729,0.0,0.2727272727272727,0.372819927459941,1.0
12.96,0.0552238805970149,0.0,0.4349442379182157,0.6474576271186441,0.0,0.2727272727272727,0.3762438627181912,1.0
12.25,0.0149253731343283,0.0,0.4646840148698885,0.6440677966101696,0.0,0.2727272727272727,0.4147119216666505,1.0
9.5,0.053731343283582,0.0,0.6133828996282528,0.6745762711864407,0.0,0.2727272727272727,0.5519473438338626,1.0
7.46,0.1641791044776119,0.0,0.4721189591078067,0.7050847457627119,0.0,0.2727272727272727,0.3524957989398155,1.0
10.71,0.026865671641791,0.0,0.479553903345725,0.6169491525423729,0.0,0.2727272727272727,0.4634664185918186,1.0
5.25,0.0417910447761194,0.0,0.5167286245353161,0.4711864406779661,0.0,0.2727272727272727,0.6758820944209495,1.0
13.75,0.2567164179104477,0.0,0.479553903345725,0.6508474576271186,0.0,0.2727272727272727,0.424105795323901,1.0
6.0,0.0,0.0,0.6059479553903346,0.6169491525423729,0.0,0.2727272727272727,0.610227404233906,0.0
6.25,0.0,0.0,0.6282527881040892,0.6338983050847458,0.0,0.2727272727272727,0.6164460900661978,0.0
2.67,0.0,0.0,0.5799256505576209,0.4813559322033898,0.0,0.2727272727272727,0.7374544002616179,0.0
4.04,0.0597014925373134,0.0,0.587360594795539,0.6305084745762712,0.0,0.2727272727272727,0.5729006570381965,1.0
5.09,0.0238805970149253,0.0,0.6171003717472119,0.6949152542372882,0.0,0.2727272727272727,0.5326474694508204,1.0
9.96,0.108955223880597,0.0,0.7174721189591078,0.6677966101694914,0.0,0.3636363636363637,0.680681456663283,1.0
10.46,0.0507462686567164,0.0,0.4869888475836432,0.6508474576271186,0.0,0.3636363636363637,0.4327387944793178,1.0
9.5,0.0059701492537313,0.0,0.5799256505576209,0.6406779661016949,0.0,0.3636363636363637,0.5524594709024044,1.0
5.96,0.0298507462686567,0.0,0.6245353159851301,0.7457627118644068,0.0,0.3636363636363637,0.4822395337043608,1.0
9.13,0.0104477611940298,0.0,0.6022304832713755,0.6000000000000001,0.0,0.3636363636363637,0.6255912162901563,1.0
16.83,0.0119402985074626,0.0,0.5799256505576209,0.7016949152542373,0.0,0.3636363636363637,0.4816103490201524,1.0
18.21,0.0343283582089552,0.0,0.4981412639405205,0.6203389830508474,0.0,0.3636363636363637,0.4811128541535692,1.0
18.58,0.0,0.0,0.5613382899628253,0.6338983050847458,0.0,0.3636363636363637,0.5387490976674457,0.0
7.25,0.0,0.0,0.6245353159851301,0.5728813559322035,0.0,0.3636363636363637,0.6829787123707411,0.0
3.33,0.0,0.0,0.6394052044609666,0.4610169491525424,0.0,0.3636363636363637,0.8301347674657037,0.0
3.67,0.0,0.0,0.7360594795539034,0.4644067796610169,0.0,0.3636363636363637,0.9384276941593316,0.0
5.17,0.0,0.0,0.7397769516728625,0.6101694915254238,0.0,0.3636363636363637,0.7734935136849937,0.0
5.21,0.0029850746268656,0.0,0.8252788104089221,0.5627118644067797,0.0,0.3636363636363637,0.9278778765473732,1.0
10.04,0.0208955223880597,0.0,0.587360594795539,0.735593220338983,0.0,0.3636363636363637,0.4508827249076516,1.0
5.91,0.0,0.0,0.550185873605948,0.6949152542372882,0.0,0.3636363636363637,0.4549504770520682,0.0
8.38,0.0,0.0,0.4907063197026022,0.688135593220339,0.0,0.3636363636363637,0.3937586084623166,0.0
5.83,0.0,0.0,0.5018587360594796,0.4915254237288136,0.0,0.3636363636363637,0.634999722149365,0.0
5.04,0.0,0.0,0.4758364312267658,0.535593220338983,0.0,0.3636363636363637,0.5536154148571127,0.0
6.83,0.0,0.0,0.5464684014869888,0.5593220338983051,0.0,0.3636363636363637,0.6080764705460308,0.0
4.71,0.0,0.0,0.550185873605948,0.6949152542372882,0.0,0.3636363636363637,0.4549504770520682,0.0
3.17,0.0,0.0,0.5687732342007435,0.5050847457627119,0.0,0.3636363636363637,0.69695246524095,0.0
2.42,0.0,0.0,0.5390334572490707,0.6000000000000001,0.0,0.3636363636363637,0.5522107234691127,0.0
3.13,0.0,0.0,0.5427509293680298,0.7084745762711865,0.0,0.3636363636363637,0.4305732285894844,0.0
4.0,0.0029850746268656,0.0,0.5464684014869888,0.7423728813559323,0.0,0.3636363636363637,0.3955291048992749,1.0
6.79,0.0238805970149253,0.0,0.4758364312267658,0.6644067796610169,0.0,0.3636363636363637,0.4040450464390254,1.0
9.33,0.0,0.0,0.3977695167286246,0.5457627118644068,0.0,0.3636363636363637,0.4511607367448599,0.0
4.92,0.0,0.0,0.4684014869888476,0.4983050847457627,0.0,0.3636363636363637,0.5882791012964054,0.0
5.41,0.0,0.0,0.5241635687732342,0.423728813559322,0.0,0.3636363636363637,0.7396199661514511,0.0
11.71,0.026865671641791,0.0,0.4981412639405205,0.7016949152542373,0.0,0.3636363636363637,0.3866473583105665,1.0
5.83,0.0,0.0,0.5315985130111525,0.728813559322034,0.0,0.3636363636363637,0.3940073558956083,0.0
6.58,0.0,0.0,0.6356877323420075,0.6542372881355932,0.0,0.3636363636363637,0.601462715260864,0.0
9.75,0.0,0.0,0.6356877323420075,0.5593220338983051,0.0,0.4545454545454546,0.7116724604110337,0.0
7.92,0.0,0.0,0.6654275092936803,0.7457627118644068,0.0,0.4545454545454546,0.5297210290591537,0.0
10.41,0.0,0.0,0.6988847583643123,0.7864406779661017,0.0,0.4545454545454546,0.5213367773370284,0.0
6.21,0.0,0.0,0.7769516728624537,0.7728813559322034,0.0,0.4545454545454546,0.6277275177760732,0.0
3.42,0.1402985074626865,0.5,0.6356877323420075,0.8203389830508474,0.0,0.4545454545454546,0.4085956612480672,1.0
4.21,0.0044776119402985,0.0,0.6245353159851301,0.7796610169491526,0.0,0.4545454545454546,0.442878910436443,1.0
8.17,0.0716417910447761,0.0,0.6617100371747212,0.688135593220339,0.0,0.4545454545454546,0.5923175890369055,1.0
9.54,0.0104477611940298,0.0,0.5799256505576209,0.6474576271186441,0.0,0.4545454545454546,0.5445873462488209,1.0
8.29,0.026865671641791,0.0,0.6431226765799256,0.5966101694915255,0.0,0.4545454545454546,0.677008773971741,1.0
9.71,0.0238805970149253,0.0,0.587360594795539,0.7423728813559323,0.0,0.4545454545454546,0.4430106002540679,1.0
6.25,0.053731343283582,0.0,0.6208178438661711,0.6949152542372882,0.0,0.4545454545454546,0.536963969028529,1.0
9.17,0.0149253731343283,0.0,0.5092936802973979,0.7457627118644068,0.0,0.4545454545454546,0.3484280467953988,1.0
4.67,0.0029850746268656,0.0,0.6728624535315986,0.6000000000000001,0.0,0.4545454545454546,0.7076047082666169,1.0
5.66,0.017910447761194,0.0,0.7026022304832714,0.6067796610169491,0.0,0.4545454545454546,0.7342645802347011,1.0
8.25,0.0014925373134328,0.0,0.7026022304832714,0.8338983050847457,0.0,0.4545454545454546,0.4705484043396521,1.0
10.54,0.0029850746268656,0.0,0.7323420074349443,0.6508474576271186,0.0,0.4545454545454546,0.7176277666080756,1.0
12.96,0.0119402985074626,0.0,0.7472118959107807,0.8983050847457628,0.0,0.4545454545454546,0.4475612150631098,1.0
13.7,0.0,0.0,0.6579925650557622,0.711864406779661,0.0,0.4545454545454546,0.5604486531716547,0.0
10.37,0.0,0.0,0.6468401486988848,0.6847457627118644,0.0,0.4545454545454546,0.5789876530528635,0.0
7.92,0.0,0.0,0.6208178438661711,0.6847457627118644,0.0,0.4545454545454546,0.5487721560089044,0.0
10.54,0.0238805970149253,0.0,0.724907063197026,0.6338983050847458,0.0,0.4545454545454546,0.7286750790866175,1.0
13.29,0.0,0.0,0.6914498141263941,0.7830508474576271,0.0,0.4545454545454546,0.5166398405084034,0.0
14.21,0.0,0.0,0.8364312267657993,0.7830508474576271,0.0,0.4545454545454546,0.684983324039033,0.0
14.88,0.0,0.0,0.858736059479554,0.7796610169491526,0.0,0.4545454545454546,0.7148183838320754,0.0
11.87,0.0417910447761194,0.0,0.8066914498141265,0.8,0.0,0.4545454545454546,0.6307710157834066,1.0
8.38,0.0,0.0,0.5687732342007435,0.7830508474576271,0.0,0.4545454545454546,0.3741953544440245,0.0
10.54,0.0,0.0,0.6245353159851301,0.5966101694915255,0.0,0.4545454545454546,0.6554262760831988,0.0
8.79,0.0,0.0,0.7286245353159851,0.6644067796610169,0.0,0.4545454545454546,0.6975670177232001,0.0
8.33,0.0,0.0,0.8289962825278812,0.7661016949152543,0.0,0.4545454545454546,0.6960306365175749,0.0
4.92,0.0,0.0,0.8736059479553904,0.7830508474576271,0.0,0.4545454545454546,0.7281483198161175,0.0
6.71,0.0,0.0,0.724907063197026,0.9152542372881356,0.0,0.5454545454545455,0.4019819059629002,0.0
5.83,0.0,0.0,0.75092936802974,0.8,0.0,0.5454545454545455,0.5660235221177797,0.0
15.75,0.008955223880597,0.0,0.6840148698884759,0.711864406779661,0.0,0.5454545454545455,0.5906641502156138,1.0
14.92,0.0,0.0,0.6802973977695167,0.7491525423728813,0.0,0.5454545454545455,0.5430509650431957,0.0
10.08,0.0,0.0,0.7472118959107807,0.6305084745762712,0.0,0.5454545454545455,0.75851013887966,0.0
7.08,0.0014925373134328,0.0,0.754646840148699,0.6610169491525424,0.0,0.5454545454545455,0.7317185770939509,1.0
14.54,0.0029850746268656,0.0,0.7918215613382901,0.8508474576271187,0.0,0.5454545454545455,0.554464082570696,1.0
14.04,0.0,0.0,0.6840148698884759,0.8779661016949153,0.0,0.5454545454545455,0.3977970962028168,0.0
9.46,0.0955223880597015,0.0,0.6877323420074349,0.8067796610169492,0.0,0.5454545454545455,0.4847709046431524,1.0
2.67,0.0985074626865671,0.0,0.6468401486988848,0.8033898305084746,0.0,0.5454545454545455,0.4412254716151514,1.0
7.41,0.0805970149253731,0.0,0.6505576208178439,0.8237288135593221,0.0,0.5454545454545455,0.4219255972321089,1.0
9.08,0.0059701492537313,0.0,0.7100371747211897,0.840677966101695,0.0,0.5454545454545455,0.4713092788414854,1.0
16.83,0.3194029850746268,0.0,0.5167286245353161,0.6949152542372882,0.0,0.5454545454545455,0.4161019808526923,1.0
11.83,0.0014925373134328,0.0,0.6505576208178439,0.6711864406779662,0.0,0.5454545454545455,0.5990484019377389,1.0
10.25,0.0388059701492537,0.0,0.7026022304832714,0.6474576271186441,0.0,0.5454545454545455,0.6870318323131998,1.0
13.13,0.0014925373134328,0.0,0.5836431226765799,0.7627118644067796,0.0,0.5454545454545455,0.4150777267156089,1.0
7.08,0.0,0.0,0.7360594795539034,0.7457627118644068,0.0,0.5454545454545455,0.6117345210356143,0.0
4.96,0.0,0.0,0.721189591078067,0.7457627118644068,0.0,0.5454545454545455,0.5944685227247806,0.0
3.5,0.0,0.0,0.6988847583643123,0.6474576271186441,0.0,0.5454545454545455,0.6827153327354913,0.0
3.04,0.0,0.0,0.6840148698884759,0.8,0.0,0.5454545454545455,0.4883265297190277,0.0
2.21,0.0,0.0,0.5985130111524164,0.7864406779661017,0.0,0.5454545454545455,0.4047912887389003,0.0
4.75,0.0,0.0,0.6394052044609666,0.6644067796610169,0.0,0.5454545454545455,0.5939710278581972,0.0
2.21,0.0,0.0,0.6468401486988848,0.728813559322034,0.0,0.5454545454545455,0.5278188428045704,0.0
3.58,0.0,0.0,0.6840148698884759,0.7661016949152543,0.0,0.5454545454545455,0.5276871529869454,0.0
12.29,0.0238805970149253,0.0,0.7695167286245355,0.7830508474576271,0.0,0.5454545454545455,0.6072863316402809,1.0
18.79,0.0,0.0,0.654275092936803,0.8203389830508474,0.0,0.5454545454545455,0.4301781591366094,0.0
7.87,0.0388059701492537,0.0,0.6245353159851301,0.735593220338983,0.0,0.5454545454545455,0.4940477206847361,1.0
9.67,0.0,0.0,0.6654275092936803,0.6508474576271186,0.0,0.5454545454545455,0.6399307742093235,0.0
5.79,0.0,0.0,0.6802973977695167,0.7694915254237288,0.0,0.5454545454545455,0.5194345910824452,0.0
6.04,0.0,0.0,0.7992565055762082,0.6677966101694914,0.0,0.5454545454545455,0.7756444473728688,0.0
3.75,0.0,0.0,0.6617100371747212,0.7864406779661017,0.0,0.5454545454545455,0.4781717815599439,0.0
4.21,0.0104477611940298,0.0,0.6394052044609666,0.6372881355932203,0.0,0.6363636363636365,0.6254595264725314,1.0
8.87,0.0134328358208955,0.0,0.6654275092936803,0.7423728813559323,0.0,0.6363636363636365,0.5336570913859454,1.0
11.92,0.0761194029850746,0.0,0.721189591078067,0.6983050847457627,0.0,0.6363636363636365,0.6495733952998655,1.0
13.54,0.0,0.0,0.7695167286245355,0.8440677966101695,0.0,0.6363636363636365,0.5364372097580289,0.0
10.54,0.0,0.0,0.7286245353159851,0.6474576271186441,0.0,0.6363636363636365,0.7172473293571588,0.0
7.87,0.0014925373134328,0.0,0.6840148698884759,0.8338983050847457,0.0,0.6363636363636365,0.44896590645111,1.0
3.88,0.2238805970149253,0.5,0.5390334572490707,0.5966101694915255,0.0,0.6363636363636365,0.5561467857959045,1.0
10.63,0.0164179104477611,0.0,0.7100371747211897,0.728813559322034,0.0,0.6363636363636365,0.601199335625614,1.0
11.25,0.0283582089552238,0.0,0.6840148698884759,0.7423728813559323,0.0,0.6363636363636365,0.5552395892744878,1.0
4.67,0.017910447761194,0.0,0.6208178438661711,0.6949152542372882,0.0,0.6363636363636365,0.536963969028529,1.0
6.83,0.0029850746268656,0.0,0.6208178438661711,0.688135593220339,0.0,0.6363636363636365,0.5448360936821126,1.0
6.83,0.0119402985074626,0.0,0.7137546468401488,0.5796610169491525,0.0,0.6363636363636365,0.7787025775821607,1.0
10.92,0.0014925373134328,0.0,0.6877323420074349,0.7694915254237288,0.0,0.6363636363636365,0.528067590237862,1.0
15.09,0.0059701492537313,0.0,0.7026022304832714,0.7830508474576271,0.0,0.6363636363636365,0.5295893392415287,1.0
9.42,0.0044776119402985,0.0,0.6840148698884759,0.8033898305084746,0.0,0.6363636363636365,0.4843904673922359,1.0
12.96,0.0,0.0,0.7100371747211897,0.7661016949152543,0.0,0.6363636363636365,0.5579026500309046,0.0
10.21,0.0059701492537313,0.0,0.8104089219330856,0.7694915254237288,0.0,0.6363636363636365,0.6705120763022409,1.0
19.04,0.0119402985074626,0.0,0.6356877323420075,0.8135593220338984,0.0,0.6363636363636365,0.4164677859016505,1.0
13.21,0.0044776119402985,0.0,0.5836431226765799,0.7966101694915255,0.0,0.6363636363636365,0.375717103447691,1.0
12.58,0.1417910447761194,0.0,0.7843866171003718,0.7728813559322034,0.0,0.6363636363636365,0.6363605169314899,1.0
19.0,0.0029850746268656,0.0,0.6468401486988848,0.8305084745762712,0.0,0.6363636363636365,0.4097369730008172,1.0
12.08,0.0,0.0,0.6431226765799256,0.7457627118644068,0.0,0.6363636363636365,0.503822031592903,0.0
8.17,0.0746268656716417,0.0,0.8066914498141265,0.7830508474576271,0.0,0.6363636363636365,0.6504513274173654,1.0
5.66,0.0,0.0,0.6728624535315986,0.6067796610169491,0.0,0.6363636363636365,0.6997325836130335,0.0
10.92,0.026865671641791,0.0,0.724907063197026,0.8237288135593221,0.0,0.6363636363636365,0.508255588786278,1.0
9.79,0.0164179104477611,0.0,0.6802973977695167,0.6813559322033899,0.0,0.6363636363636365,0.6217722115790312,1.0
12.12,0.0,0.0,0.8104089219330856,0.8,0.0,0.6363636363636365,0.6350875153611149,0.0
9.08,0.0,0.0,0.9182156133828998,0.8169491525423729,0.0,0.6363636363636365,0.7405856914807013,0.0
14.12,0.0,0.0,0.8475836431226766,0.993220338983051,0.0,0.6363636363636365,0.4538969585110681,0.0
