Lat_degrees,Long_degrees,Depth,Type,Magnituda,Is_Shallow,Mag_Level
37.074,-2.371,0,origin,2.8,1,safe
37.317,-8.608,16,origin,1.6,1,safe
42.547,19.064,15,origin,2.0,1,safe
43.957,16.851,60,origin,3.2,1,dangerous
41.58,18.27,15,origin,2.6,1,safe
10.76,-85.53,47,origin,2.5,1,safe
10.807,-85.923,58,origin,3.2,1,dangerous
51.5,16.14,1,origin,2.1,1,safe
-8.25,109.39,46,origin,2.6,1,safe
37.119,29.051,11,origin,1.7,1,safe
37.099,29.016,7,origin,1.5,1,safe
38.691,-117.078,5,origin,2.3,1,safe
39.149,28.192,12,origin,2.5,1,safe
39.16,28.205,7,origin,2.1,1,safe
-34.45,-71.99,30,origin,2.5,1,safe
-1.01,122.05,5,origin,3.5,1,dangerous
17.692,-74.41,26,origin,2.8,1,safe
39.133,28.321,7,origin,1.1,1,safe
4.55,95.3,29,origin,2.5,1,safe
-31.289,-67.594,13,origin,2.7,1,safe
-20.823,-69.17,38,origin,3.6,1,dangerous
-20.85,-69.08,89,origin,3.6,0,dangerous
36.288,29.276,7,origin,1.7,1,safe
36.273,29.251,12,origin,1.6,1,safe
-2.78,128.08,10,origin,2.5,1,safe
4.83,126.02,99,origin,3.4,0,dangerous
39.135,28.289,17,origin,1.1,1,safe
39.183,28.259,6,origin,1.1,1,safe
4.45,126.12,118,origin,3.1,0,dangerous
16.093,-97.514,27,origin,3.2,1,dangerous
13.966,44.001,11,origin,,1,
15.566,-96.286,3,origin,4.1,1,dangerous
39.239,27.841,7,origin,1.5,1,safe
37.029,30.717,6,origin,1.7,1,safe
16.19,79.62,10,origin,3.5,1,dangerous
40.601,27.652,8,origin,1.5,1,safe
38.479,16.18,20,origin,2.0,1,safe
38.325,39.43,7,origin,1.5,1,safe
17.566,-94.904,126,origin,3.1,0,dangerous
40.174,31.785,7,origin,1.5,1,safe
43.539,16.842,9,origin,4.3,1,dangerous
43.41,17.55,10,origin,4.0,1,dangerous
42.863,17.422,10,origin,3.7,1,dangerous
42.868,17.645,10,origin,3.8,1,dangerous
42.966,17.568,0,origin,3.5,1,dangerous
42.863,17.491,14,origin,3.8,1,dangerous
42.925,17.602,3,origin,3.3,1,dangerous
42.6,17.52,15,origin,3.3,1,dangerous
42.6,17.52,15,origin,3.3,1,dangerous
43.384,16.4,15,origin,3.9,1,dangerous
-2.25,140.09,10,origin,2.5,1,safe
-2.56,139.46,10,origin,2.6,1,safe
-22.91,-66.47,251,origin,3.4,0,dangerous
-21.64,-68.43,127,origin,3.3,0,dangerous
-32.097,-70.414,10,origin,2.7,1,safe
-32.08,-69.43,103,origin,3.0,0,safe
38.723,-29.059,5,origin,2.4,1,safe
38.429,26.392,5,origin,1.3,1,safe
39.552,27.902,7,origin,1.6,1,safe
39.554,27.886,7,origin,0.9,1,safe
40.613,23.622,15,origin,2.8,1,safe
40.621,23.493,12,origin,2.5,1,safe
40.613,23.622,15,origin,2.8,1,safe
40.621,23.493,12,origin,2.5,1,safe
-3.2,135.74,34,origin,2.8,1,safe
40.384,28.389,9,origin,2.5,1,safe
40.399,28.376,13,origin,2.3,1,safe
46.119,-2.441,26,origin,2.4,1,safe
36.617,2.268,6,origin,3.6,1,dangerous
38.205,38.693,8,origin,1.1,1,safe
36.69,2.18,10,origin,3.3,1,dangerous
-7.58,112.11,214,origin,2.6,0,safe
-40.419,174.192,75,origin,3.5,0,dangerous
-3.15,129.17,21,origin,2.5,1,safe
43.481,11.306,7,origin,2.0,1,safe
-3.94,135.1,17,origin,2.6,1,safe
3.046,-31.653,10,origin,5.1,1,very deangerous
2.981,-31.362,77,mt,5.0,0,dangerous
2.98,-31.43,15,origin,5.0,1,dangerous
3.002,-31.376,10,origin,5.1,1,very deangerous
2.989,-31.467,10,origin,5.2,1,very deangerous
2.948,-31.46,10,origin,5.2,1,very deangerous
2.81,-31.51,10,origin,5.2,1,very deangerous
-2.09,139.73,10,origin,3.3,1,dangerous
38.263,38.684,15,origin,1.8,1,safe
38.273,38.679,17,origin,2.1,1,safe
39.036,28.114,13,origin,1.5,1,safe
39.1,28.218,7,origin,1.5,1,safe
-6.07,104.8,4,origin,2.6,1,safe
-2.6,127.85,15,origin,2.8,1,safe
40.398,28.373,4,origin,1.6,1,safe
40.369,28.377,4,origin,3.1,1,dangerous
40.392,28.391,12,origin,2.8,1,safe
6.34,123.76,1,origin,3.0,1,safe
36.91,-5.021,0,origin,1.9,1,safe
-23.234,-67.781,135,origin,4.7,0,dangerous
-23.19,-67.95,130,mt,4.0,0,dangerous
-23.19,-67.95,153,origin,4.4,0,dangerous
-23.32,-67.824,139,origin,4.6,0,dangerous
-23.294,-67.827,153,origin,4.7,0,dangerous
39.602,27.206,13,origin,1.5,1,safe
-22.35,-68.69,103,origin,2.8,0,safe
3.69,96.74,21,origin,2.6,1,safe
-8.97,110.67,4,origin,2.5,1,safe
-2.66,139.48,46,origin,3.1,1,dangerous
39.176,28.292,7,origin,1.3,1,safe
36.933,-5.041,0,origin,1.5,1,safe
-9.03,112.14,14,origin,2.5,1,safe
36.265,-6.61,0,origin,1.9,1,safe
27.736,-101.308,5,origin,3.9,1,dangerous
36.12,-6.567,6,origin,2.1,1,safe
36.046,-6.469,18,origin,2.4,1,safe
16.713,-94.769,108,origin,4.1,0,dangerous
-2.2,139.36,45,origin,2.7,1,safe
-0.57,135.15,10,origin,2.6,1,safe
42.68,73.36,2,origin,2.6,1,safe
39.179,28.196,10,origin,2.3,1,safe
39.192,28.204,9,origin,2.1,1,safe
64.929,-157.202,128,origin,3.0,0,safe
64.824,-157.278,10,origin,2.7,1,safe
0.04,122.5,5,origin,2.5,1,safe
36.999,28.678,12,origin,1.8,1,safe
36.934,28.642,7,origin,1.7,1,safe
21.277,-99.268,5,origin,3.9,1,dangerous
16.107,-97.834,5,origin,3.1,1,dangerous
-19.537,-67.521,219,origin,3.1,0,dangerous
39.214,28.303,10,origin,1.3,1,safe
9.327,-82.826,10,origin,2.6,1,safe
10.14,-86.197,10,origin,4.0,1,dangerous
10.04,-86.44,10,origin,3.4,1,dangerous
10.131,-86.491,21,origin,4.2,1,dangerous
9.478,-82.6,10,origin,2.6,1,safe
38.222,38.602,7,origin,1.4,1,safe
39.186,28.142,7,origin,1.3,1,safe
4.08,97.33,5,origin,2.5,1,safe
-20.42,-70.38,44,origin,2.6,1,safe
39.142,28.251,24,origin,1.3,1,safe
39.203,28.336,7,origin,1.2,1,safe
-31.661,179.37,345,origin,3.3,0,dangerous
55.445,-158.805,35,origin,2.3,1,safe
36.958,28.669,7,origin,1.8,1,safe
36.972,28.643,15,origin,2.0,1,safe
35.837,-4.654,70,origin,2.8,0,safe
39.221,28.202,7,origin,1.3,1,safe
39.204,28.179,8,origin,1.3,1,safe
-28.186,-67.481,132,origin,2.5,0,safe
36.692,21.518,15,origin,3.8,1,dangerous
36.272,22.323,8,origin,3.6,1,dangerous
36.25,22.24,0,origin,3.7,1,dangerous
18.32,-101.602,32,origin,4.1,1,dangerous
27.579,-18.098,17,origin,2.3,1,safe
36.26,22.2,13,origin,2.5,1,safe
14.349,41.989,11,origin,3.4,1,dangerous
9.223,-82.395,10,origin,2.5,1,safe
-8.26,109.87,74,origin,2.5,0,safe
-0.47,132.87,7,origin,2.5,1,safe
-32.597,-179.417,33,origin,3.8,1,dangerous
-9.11,110.27,24,origin,2.7,1,safe
6.38,123.65,17,origin,3.4,1,dangerous
37.092,29.011,7,origin,1.6,1,safe
32.98,-101.179,2,origin,2.1,1,safe
-8.92,110.83,15,origin,2.7,1,safe
37.014,28.183,2,origin,2.6,1,safe
2.57,96.99,7,origin,2.5,1,safe
39.22,28.158,7,origin,1.8,1,safe
65.36,-134.873,5,origin,3.3,1,dangerous
9.504,-82.657,10,origin,3.5,1,dangerous
9.423,-82.591,21,origin,2.9,1,safe
9.58,-82.55,1,origin,4.1,1,dangerous
9.54,-82.562,7,origin,4.2,1,dangerous
15.46,-81.362,10,origin,6.6,1,very deangerous
-5.42,102.28,39,origin,2.7,1,safe
12.45,122.31,4,origin,3.8,1,dangerous
11.27,-87.29,8,origin,2.7,1,safe
-21.21,-68.69,111,origin,3.2,0,dangerous
39.207,28.176,8,origin,1.4,1,safe
-22.16,-69.23,102,origin,2.6,0,safe
-29.247,-69.283,10,origin,4.8,1,dangerous
60.601,-139.688,5,origin,2.8,1,safe
60.57,-139.769,1,origin,3.1,1,dangerous
-6.07,104.83,7,origin,2.8,1,safe
39.2,28.303,7,origin,1.4,1,safe
39.193,28.324,21,origin,1.7,1,safe
-3.67,-79.92,31,origin,3.4,1,dangerous
37.53,20.476,8,origin,2.5,1,safe
38.802,-122.793,3,origin,2.2,1,safe
4.81,96.12,8,origin,2.5,1,safe
37.381,36.884,8,origin,1.4,1,safe
50.07,18.47,1,origin,2.2,1,safe
37.428,21.105,15,origin,,1,
38.03,21.91,10,origin,2.8,1,safe
38.029,21.901,11,origin,2.7,1,safe
-22.85,-69.17,84,origin,2.8,0,safe
39.233,28.977,7,origin,1.2,1,safe
-23.619,-69.379,10,origin,4.2,1,dangerous
-23.74,-69.29,86,origin,4.1,0,dangerous
59.171,-153.492,100,origin,2.4,0,safe
11.97,-87.77,15,origin,3.2,1,dangerous
-2.88,128.0,12,origin,2.9,1,safe
36.68,-121.341,4,origin,2.2,1,safe
-2.74,128.1,15,origin,3.0,1,safe
-39.993,176.852,39,origin,3.2,1,dangerous
-2.76,127.93,12,origin,3.5,1,dangerous
-2.76,129.6,22,origin,3.0,1,safe
39.16,28.277,13,origin,1.6,1,safe
39.205,28.315,9,origin,1.3,1,safe
36.531,-5.319,19,origin,1.8,1,safe
-2.69,129.52,12,origin,3.8,1,dangerous
17.255,-95.047,121,origin,4.0,0,dangerous
8.211,-82.744,22,origin,3.2,1,dangerous
40.755,27.387,7,origin,1.2,1,safe
-0.57,122.46,9,origin,2.8,1,safe
-20.13,-69.08,119,origin,2.9,0,safe
51.186,174.078,10,origin,4.2,1,dangerous
12.72,-88.8,37,origin,3.1,1,dangerous
38.841,33.867,7,origin,0.6,1,safe
37.913,28.778,13,origin,2.1,1,safe
37.917,28.787,8,origin,1.8,1,safe
0.95,126.57,27,origin,2.6,1,safe
7.804,-82.874,11,origin,3.6,1,dangerous
39.726,31.653,7,origin,2.0,1,safe
51.54,16.13,1,origin,2.5,1,safe
51.667,16.171,1,origin,2.4,1,safe
37.689,35.391,7,origin,1.3,1,safe
37.973,35.531,7,origin,1.7,1,safe
37.85,21.04,1,origin,3.2,1,dangerous
37.864,21.073,14,origin,3.2,1,dangerous
37.475,20.53,15,origin,3.2,1,dangerous
-27.5,-69.28,106,origin,3.6,0,dangerous
4.8,96.1,6,origin,2.9,1,safe
17.977,-66.949,12,origin,2.1,1,safe
37.865,30.854,7,origin,1.1,1,safe
37.866,29.492,7,origin,1.4,1,safe
36.104,-0.851,0,origin,2.6,1,safe
-31.26,-68.65,92,origin,2.6,0,safe
-4.5,-81.3,35,origin,4.1,1,dangerous
36.97,27.61,16,origin,3.1,1,dangerous
36.955,27.561,14,origin,3.0,1,safe
36.974,27.602,11,origin,3.1,1,dangerous
36.936,27.564,4,origin,3.1,1,dangerous
12.36,-87.5,38,origin,2.6,1,safe
40.937,20.158,15,origin,2.1,1,safe
39.33,69.05,10,origin,2.9,1,safe
-21.192,-69.555,90,origin,4.2,0,dangerous
-21.222,-69.507,100,origin,4.0,0,dangerous
-21.19,-69.48,104,origin,4.1,0,dangerous
-21.192,-69.555,90,origin,4.2,0,dangerous
-21.222,-69.507,100,origin,4.0,0,dangerous
-21.19,-69.48,104,origin,4.1,0,dangerous
15.281,-94.573,16,origin,4.1,1,dangerous
31.529,-104.027,7,origin,2.4,1,safe
45.813,3.874,5,origin,2.3,1,safe
45.145,4.438,9,origin,2.3,1,safe
39.204,28.068,5,origin,1.2,1,safe
39.198,28.104,4,origin,1.2,1,safe
14.519,-92.216,80,origin,4.2,0,dangerous
14.43,-92.33,30,origin,3.3,1,dangerous
39.31,41.991,20,origin,2.5,1,safe
-32.847,-70.825,5,origin,2.7,1,safe
-32.87,-70.84,77,origin,2.6,0,safe
39.163,28.332,23,origin,1.3,1,safe
39.211,28.31,7,origin,1.1,1,safe
40.009,33.539,7,origin,1.0,1,safe
-8.83,111.19,23,origin,2.7,1,safe
-3.61,128.5,106,origin,2.6,0,safe
39.106,28.3,14,origin,1.7,1,safe
39.148,28.349,7,origin,1.4,1,safe
-42.396,173.751,12,origin,3.2,1,dangerous
-22.15,-69.45,70,origin,2.8,0,safe
-8.97,111.83,30,origin,3.0,1,safe
39.206,28.276,9,origin,1.0,1,safe
39.2,28.277,21,origin,1.6,1,safe
39.168,28.248,25,origin,1.4,1,safe
53.493,157.129,18,origin,4.1,1,dangerous
52.663,160.151,44,origin,4.8,1,dangerous
52.662,160.217,49,origin,4.5,1,dangerous
52.69,160.08,53,origin,4.6,1,dangerous
52.48,160.17,33,origin,4.9,1,dangerous
39.176,28.326,6,origin,1.7,1,safe
39.168,28.271,6,origin,2.5,1,safe
-3.55,119.29,12,origin,2.7,1,safe
9.08,-84.033,21,origin,2.8,1,safe
39.156,28.381,5,origin,1.7,1,safe
10.965,-87.0,10,origin,3.5,1,dangerous
36.704,25.491,5,origin,1.7,1,safe
12.39,-87.77,33,origin,4.0,1,dangerous
39.142,28.224,7,origin,1.9,1,safe
39.331,28.096,10,origin,3.8,1,dangerous
39.15,28.28,71,origin,3.6,0,dangerous
39.197,28.31,13,origin,3.7,1,dangerous
39.206,28.321,7,origin,3.8,1,dangerous
37.61,20.83,12,origin,2.3,1,safe
46.161,2.897,5,origin,2.2,1,safe
9.508,-82.591,12,origin,2.5,1,safe
-12.88,-76.67,49,origin,3.5,1,dangerous
39.193,28.279,8,origin,2.1,1,safe
39.193,28.322,6,origin,1.9,1,safe
-1.4,122.15,10,origin,2.7,1,safe
40.294,32.857,7,origin,1.6,1,safe
9.522,-82.521,11,origin,2.8,1,safe
39.195,28.16,8,origin,1.4,1,safe
39.155,28.129,7,origin,1.6,1,safe
10.383,-86.125,2,origin,3.2,1,dangerous
11.39,-87.16,36,origin,3.4,1,dangerous
39.143,28.226,9,origin,1.5,1,safe
39.167,28.261,6,origin,1.5,1,safe
9.323,-82.517,6,origin,2.5,1,safe
47.549,6.535,5,origin,2.2,1,safe
47.53,6.53,1,origin,2.1,1,safe
39.153,28.231,10,origin,2.6,1,safe
39.184,28.252,5,origin,2.4,1,safe
-8.86,111.2,20,origin,2.7,1,safe
38.925,26.927,12,origin,1.8,1,safe
49.03,-0.412,5,origin,2.5,1,safe
46.309,12.789,12,origin,0.6,1,safe
56.539,-156.56,23,origin,2.7,1,safe
56.553,-156.536,10,origin,2.5,1,safe
39.139,28.235,10,origin,2.0,1,safe
39.169,28.235,7,origin,1.9,1,safe
9.548,-82.564,4,origin,4.3,1,dangerous
9.504,-82.625,10,origin,3.9,1,dangerous
9.432,-82.674,2,origin,4.0,1,dangerous
39.136,28.367,18,origin,1.3,1,safe
39.193,28.352,7,origin,1.7,1,safe
39.187,28.32,5,origin,1.5,1,safe
7.944,-83.219,13,origin,2.5,1,safe
16.721,-98.557,30,origin,3.3,1,dangerous
-23.72,-68.19,171,origin,2.7,0,safe
39.231,28.989,10,origin,2.1,1,safe
39.194,28.925,7,origin,1.6,1,safe
46.119,2.048,5,origin,2.2,1,safe
9.5,-82.62,9,origin,2.5,1,safe
14.018,-84.386,17,origin,4.1,1,dangerous
13.7,-90.74,71,origin,3.2,0,dangerous
9.453,-82.641,6,origin,2.9,1,safe
45.819,1.431,10,origin,2.1,1,safe
31.378,-114.423,12,origin,3.5,1,dangerous
47.506,-2.296,0,origin,2.1,1,safe
17.269,-100.518,47,origin,3.0,1,safe
47.11,141.87,5,origin,3.4,1,dangerous
39.236,28.203,6,origin,1.6,1,safe
39.192,28.07,30,origin,1.5,1,safe
-2.56,141.01,12,origin,2.8,1,safe
31.663,-115.909,19,origin,3.5,1,dangerous
44.365,3.167,5,origin,2.0,1,safe
43.139,2.881,5,origin,2.2,1,safe
45.343,4.355,5,origin,2.0,1,safe
49.39,158.26,50,origin,4.4,1,dangerous
36.467,-5.311,9,origin,1.8,1,safe
17.474,-95.852,92,origin,3.6,0,dangerous
-2.07,135.64,10,origin,2.8,1,safe
10.772,148.414,33,origin,5.2,1,very deangerous
0.53,127.11,16,origin,2.6,1,safe
39.61,28.951,7,origin,2.4,1,safe
39.624,28.971,5,origin,2.4,1,safe
18.413,-103.197,10,origin,3.3,1,dangerous
-21.271,-69.804,23,origin,4.3,1,dangerous
-21.32,-69.91,58,origin,4.1,1,dangerous
36.528,44.894,7,origin,2.9,1,safe
9.549,-82.647,8,origin,2.7,1,safe
9.546,-82.505,9,origin,2.7,1,safe
39.203,28.102,9,origin,1.5,1,safe
39.217,28.137,5,origin,1.6,1,safe
45.049,4.188,5,origin,2.2,1,safe
36.779,-5.031,18,origin,2.0,1,safe
49.636,-116.45,11,origin,2.6,1,safe
45.74,14.048,0,origin,0.8,1,safe
39.625,28.313,8,origin,1.3,1,safe
39.849,28.699,5,origin,2.0,1,safe
39.856,28.768,7,origin,1.7,1,safe
4.06,97.54,7,origin,2.5,1,safe
38.809,30.758,7,origin,1.0,1,safe
4.12,97.49,3,origin,2.7,1,safe
39.196,28.174,7,origin,1.4,1,safe
39.212,28.282,12,origin,1.6,1,safe
8.332,-82.945,20,origin,2.6,1,safe
-8.91,111.12,16,origin,2.6,1,safe
36.507,-5.289,4,origin,2.5,1,safe
39.589,27.666,7,origin,1.0,1,safe
9.518,-82.525,12,origin,3.1,1,dangerous
17.187,-95.441,112,origin,3.5,0,dangerous
54.523,-159.973,7,origin,2.4,1,safe
9.479,-82.626,10,origin,3.1,1,dangerous
9.505,-82.651,3,origin,2.6,1,safe
60.039,-152.169,81,origin,2.0,0,safe
9.522,-82.618,7,origin,2.5,1,safe
38.791,-122.76,0,origin,2.9,1,safe
38.771,-122.71,5,origin,2.5,1,safe
9.815,-82.662,10,origin,4.7,1,dangerous
9.615,-82.747,10,origin,4.6,1,dangerous
9.585,-82.608,10,origin,4.7,1,dangerous
9.489,-82.64,6,origin,4.5,1,dangerous
9.529,-82.605,6,origin,5.2,1,very deangerous
9.52,-82.57,1,origin,4.9,1,dangerous
9.552,-82.571,9,origin,5.1,1,very deangerous
16.152,-97.25,1,origin,3.4,1,dangerous
44.605,10.256,30,origin,2.5,1,safe
44.595,10.209,36,origin,2.6,1,safe
44.561,10.118,2,origin,2.5,1,safe
39.405,23.971,7,origin,2.8,1,safe
39.2,23.74,6,origin,3.1,1,dangerous
39.207,23.753,11,origin,3.2,1,dangerous
39.246,23.559,8,origin,2.9,1,safe
39.174,24.214,15,origin,3.7,1,dangerous
42.815,-1.519,0,origin,2.1,1,safe
42.794,-1.529,0,origin,2.1,1,safe
38.072,38.329,7,origin,1.6,1,safe
39.252,28.971,9,origin,2.3,1,safe
39.244,28.941,12,origin,2.2,1,safe
39.417,27.807,8,origin,1.4,1,safe
38.071,38.29,8,origin,1.7,1,safe
37.438,-118.732,15,origin,2.5,1,safe
37.431,-118.74,14,origin,2.0,1,safe
42.814,-1.519,0,origin,2.0,1,safe
10.565,-83.07,24,origin,2.7,1,safe
38.788,28.061,5,origin,0.8,1,safe
17.331,-97.004,71,origin,3.0,0,safe
-5.18,102.57,10,origin,3.1,1,dangerous
65.206,-149.069,5,origin,2.0,1,safe
37.153,27.93,7,origin,1.7,1,safe
23.5,92.47,25,origin,3.0,1,safe
-21.874,-68.801,104,origin,3.8,0,dangerous
-21.84,-68.76,125,origin,3.6,0,dangerous
39.154,28.242,10,origin,3.0,1,safe
39.176,28.248,8,origin,2.8,1,safe
-39.438,172.294,5,origin,3.6,1,dangerous
-16.723,-179.308,525,origin,5.0,0,dangerous
-16.846,-179.234,530,origin,5.0,0,dangerous
-16.846,-179.222,555,mt,4.9,0,dangerous
-16.707,-179.245,532,origin,5.1,0,very deangerous
-16.75,-179.2,529,origin,4.9,0,dangerous
19.75,-71.18,8,origin,3.0,1,safe
-2.85,128.08,13,origin,2.9,1,safe
35.617,-98.037,6,origin,2.4,1,safe
-2.86,128.07,18,origin,2.6,1,safe
-10.97,118.94,30,origin,3.7,1,dangerous
25.1,123.9,90,origin,4.8,0,dangerous
25.003,124.102,100,origin,4.2,0,dangerous
24.969,123.973,97,origin,4.9,0,dangerous
24.9,124.095,92,origin,4.6,0,dangerous
24.96,124.089,99,origin,4.7,0,dangerous
24.96,124.06,100,origin,4.7,0,dangerous
-7.63,106.47,30,origin,3.1,1,dangerous
-24.04,-67.21,211,origin,3.6,0,dangerous
-23.99,-67.03,214,origin,3.4,0,dangerous
56.997,-155.424,33,origin,2.0,1,safe
39.069,28.359,7,origin,1.9,1,safe
39.135,28.347,8,origin,2.1,1,safe
-35.652,178.485,230,origin,3.3,0,dangerous
36.956,28.972,7,origin,1.5,1,safe
39.198,27.866,19,origin,1.1,1,safe
17.65,-70.89,5,origin,2.8,1,safe
39.279,29.014,13,origin,0.8,1,safe
-8.9,110.47,41,origin,2.7,1,safe
39.271,28.96,8,origin,1.3,1,safe
39.209,29.0,19,origin,1.0,1,safe
54.469,-159.99,33,origin,2.6,1,safe
-24.35,-67.4,201,origin,2.7,0,safe
37.903,39.084,7,origin,0.8,1,safe
39.193,29.069,7,origin,1.0,1,safe
32.538,-115.238,21,origin,2.1,1,safe
-33.836,117.92,5,origin,2.0,1,safe
19.361,-155.237,30,origin,2.1,1,safe
57.345,-145.846,5,origin,2.9,1,safe
-30.246,-68.562,10,origin,3.3,1,dangerous
1.69,127.29,126,origin,3.0,0,safe
-30.329,-67.598,12,origin,3.1,1,dangerous
39.58,43.86,10,origin,2.2,1,safe
39.617,43.258,23,origin,2.5,1,safe
-3.25,128.05,18,origin,2.6,1,safe
40.361,25.791,11,origin,1.8,1,safe
40.372,25.847,5,origin,1.6,1,safe
35.62,-98.039,6,origin,2.1,1,safe
38.767,40.221,13,origin,1.3,1,safe
17.37,-93.224,5,origin,3.0,1,safe
56.576,-156.406,60,origin,2.2,1,safe
-3.95,135.36,10,origin,3.0,1,safe
-9.04,111.32,14,origin,2.8,1,safe
28.059,-16.173,17,origin,1.5,1,safe
-8.37,118.99,146,origin,3.2,0,dangerous
39.202,28.292,6,origin,1.3,1,safe
38.816,26.805,2,origin,1.7,1,safe
38.799,26.843,8,origin,1.8,1,safe
39.22,28.072,8,origin,2.2,1,safe
39.24,28.084,7,origin,2.1,1,safe
39.137,28.305,13,origin,2.3,1,safe
39.159,28.313,7,origin,2.1,1,safe
13.24,-89.74,25,origin,2.5,1,safe
34.663,27.239,8,origin,3.1,1,dangerous
-6.48,127.8,391,origin,3.7,0,dangerous
40.464,34.099,7,origin,1.3,1,safe
18.279,-73.712,42,origin,2.6,1,safe
50.08,19.34,1,origin,2.4,1,safe
50.16,19.33,5,origin,2.4,1,safe
38.015,38.207,14,origin,1.8,1,safe
38.047,38.254,10,origin,1.7,1,safe
39.185,28.196,11,origin,2.0,1,safe
39.224,28.174,7,origin,2.0,1,safe
-4.99,104.83,10,origin,2.8,1,safe
39.137,28.25,7,origin,1.4,1,safe
-40.587,172.999,10,origin,3.2,1,dangerous
39.221,27.986,6,origin,1.5,1,safe
-2.76,128.07,10,origin,3.1,1,dangerous
-22.35,-68.68,118,origin,2.5,0,safe
39.187,28.952,8,origin,1.6,1,safe
39.153,29.135,11,origin,0.8,1,safe
9.803,-84.171,51,origin,2.8,1,safe
-8.41,109.75,8,origin,2.5,1,safe
39.217,28.157,7,origin,1.5,1,safe
39.209,28.118,7,origin,1.3,1,safe
-24.27,-67.09,188,origin,3.1,0,dangerous
-24.17,-67.16,203,origin,3.4,0,dangerous
38.152,30.9,7,origin,1.2,1,safe
39.133,28.3,7,origin,1.3,1,safe
36.64,29.308,6,origin,1.8,1,safe
36.641,29.308,7,origin,2.0,1,safe
36.841,28.343,44,origin,2.1,1,safe
36.83,28.361,47,origin,2.2,1,safe
41.175,20.088,15,origin,2.3,1,safe
48.844,-125.838,5,origin,2.4,1,safe
39.121,28.307,12,origin,2.3,1,safe
39.167,28.31,7,origin,2.2,1,safe
-5.97,104.77,3,origin,2.7,1,safe
-0.79,122.32,4,origin,3.3,1,dangerous
40.365,28.392,10,origin,3.0,1,safe
40.386,28.362,13,origin,2.5,1,safe
35.875,-4.816,30,origin,2.2,1,safe
17.291,-94.584,145,origin,4.0,0,dangerous
57.328,-153.899,55,origin,2.2,1,safe
39.216,28.191,6,origin,1.2,1,safe
13.586,43.585,10,origin,2.7,1,safe
26.89,-18.204,8,origin,3.5,1,dangerous
39.091,40.286,7,origin,1.6,1,safe
39.095,40.292,8,origin,1.9,1,safe
-8.26,120.07,164,origin,3.3,0,dangerous
39.088,28.234,5,origin,1.1,1,safe
39.151,28.235,7,origin,1.2,1,safe
63.026,-151.519,6,origin,2.2,1,safe
-2.81,127.48,10,origin,3.9,1,dangerous
62.259,-149.237,34,origin,2.1,1,safe
39.185,28.315,10,origin,1.6,1,safe
39.219,28.323,7,origin,1.8,1,safe
39.173,28.256,7,origin,1.5,1,safe
39.183,28.207,7,origin,1.2,1,safe
39.183,28.269,8,origin,2.9,1,safe
39.175,28.256,10,origin,1.6,1,safe
47.753,8.848,11,origin,0.6,1,safe
19.309,-154.971,38,origin,2.1,1,safe
-20.979,-67.57,184,origin,4.0,0,dangerous
-20.798,-67.653,226,origin,3.6,0,dangerous
29.3,130.6,70,origin,4.7,0,dangerous
31.449,128.179,15,origin,4.8,1,dangerous
29.209,131.044,26,mt,5.1,1,very deangerous
29.248,130.558,60,origin,5.3,1,very deangerous
29.284,130.623,69,origin,4.8,1,dangerous
54.243,-133.936,10,origin,2.8,1,safe
29.19,130.6,45,origin,5.2,1,very deangerous
29.878,130.405,10,origin,5.3,1,very deangerous
29.056,130.477,23,origin,5.3,1,very deangerous
29.5,130.57,10,origin,5.0,1,dangerous
29.34,130.56,20,origin,5.4,1,very deangerous
29.25,130.5,10,origin,5.4,1,very deangerous
29.211,130.667,23,origin,5.0,1,dangerous
29.2,130.37,10,origin,5.3,1,very deangerous
29.271,130.701,10,origin,5.4,1,very deangerous
29.23,130.76,10,origin,5.7,1,very deangerous
28.63,130.59,27,origin,5.5,1,very deangerous
27.53,131.35,15,origin,,1,
-16.782,-72.738,10,origin,4.7,1,dangerous
-16.971,-73.454,10,origin,4.2,1,dangerous
-16.88,-73.4,32,origin,4.5,1,dangerous
-6.34,130.384,61,origin,5.3,1,very deangerous
-6.2,131.32,112,origin,5.7,0,very deangerous
-6.233,131.143,63,origin,5.4,1,very deangerous
-6.22,131.2,64,origin,5.3,1,very deangerous
-6.209,131.203,62,origin,5.2,1,very deangerous
-6.28,131.19,49,origin,5.3,1,very deangerous
-6.34,131.18,60,origin,5.5,1,very deangerous
-6.351,131.546,78,origin,5.1,0,very deangerous
-6.141,131.219,10,origin,5.6,1,very deangerous
-6.24,131.08,10,origin,5.4,1,very deangerous
-8.78,110.27,21,origin,2.5,1,safe
39.239,29.014,5,origin,1.4,1,safe
39.215,28.951,12,origin,1.6,1,safe
38.203,38.188,7,origin,0.9,1,safe
37.053,36.652,7,origin,1.1,1,safe
37.321,28.274,7,origin,1.7,1,safe
37.234,28.238,18,origin,1.3,1,safe
39.043,28.367,5,origin,1.2,1,safe
39.158,28.293,7,origin,1.4,1,safe
13.99,45.563,11,origin,2.4,1,safe
0.44,-77.32,5,origin,3.1,1,dangerous
37.028,-2.378,6,origin,2.2,1,safe
51.683,-172.3,5,origin,3.7,1,dangerous
60.844,-151.018,67,origin,2.3,1,safe
40.697,20.548,15,origin,2.5,1,safe
10.23,-86.461,10,origin,2.6,1,safe
12.543,-88.177,38,origin,3.6,1,dangerous
