Lat_degrees,Long_degrees,Depth,Type,Magnituda,Is_Shallow,Mag_Level
-25.53,-177.75,229,origin,5.3,0,very deangerous
-25.922,-177.604,279,origin,5.8,0,very deangerous
-25.473,-177.17,246,origin,5.7,0,very deangerous
-25.365,-178.075,271,origin,5.2,0,very deangerous
-25.31,-177.89,275,origin,5.3,0,very deangerous
-25.47,-177.96,270,origin,5.5,0,very deangerous
-25.36,-177.9,255,origin,5.3,0,very deangerous
-25.36,-178.03,250,origin,,0,
-25.4,-177.99,264,origin,5.2,0,very deangerous
-25.505,-177.891,244,origin,5.6,0,very deangerous
-25.881,-176.604,271,origin,6.3,0,very deangerous
-25.447,-177.883,236,mt,5.3,0,very deangerous
-25.447,-177.883,227,origin,5.3,0,very deangerous
-25.53,-177.75,229,origin,5.3,0,very deangerous
-25.922,-177.604,279,origin,5.8,0,very deangerous
-25.473,-177.17,246,origin,5.7,0,very deangerous
40.865,28.088,12,origin,1.9,1,safe
40.833,28.072,7,origin,1.8,1,safe
37.068,30.588,14,origin,2.2,1,safe
36.607,-5.356,0,origin,2.3,1,safe
28.901,-98.96,8,origin,2.2,1,safe
41.119,33.517,9,origin,1.8,1,safe
41.122,33.468,11,origin,1.7,1,safe
38.684,-29.031,3,origin,2.1,1,safe
60.45,-139.482,1,origin,2.0,1,safe
39.196,28.215,8,origin,1.4,1,safe
39.194,28.209,12,origin,1.6,1,safe
60.353,-139.505,12,origin,2.0,1,safe
37.004,35.87,17,origin,2.4,1,safe
36.963,35.84,7,origin,2.4,1,safe
20.304,99.957,3,origin,3.3,1,dangerous
36.898,-24.268,5,origin,2.1,1,safe
56.597,-156.556,27,origin,2.3,1,safe
36.959,35.857,7,origin,1.3,1,safe
37.086,-2.369,4,origin,1.7,1,safe
8.319,-83.991,2,origin,2.6,1,safe
41.12,34.939,7,origin,1.6,1,safe
39.219,28.146,10,origin,1.2,1,safe
37.06,-2.377,0,origin,1.8,1,safe
38.51,-28.918,5,origin,2.2,1,safe
37.073,-2.382,0,origin,1.8,1,safe
39.189,28.192,10,origin,1.3,1,safe
37.098,-2.366,0,origin,1.7,1,safe
38.303,37.761,7,origin,1.2,1,safe
17.125,120.37,135,origin,4.8,0,dangerous
17.27,120.25,99,origin,4.9,0,dangerous
17.185,120.081,75,origin,4.6,0,dangerous
17.12,120.19,63,origin,4.8,1,dangerous
17.09,120.19,55,origin,5.0,1,dangerous
17.15,120.19,50,origin,4.9,1,dangerous
17.28,120.348,53,origin,5.0,1,dangerous
17.122,120.26,53,origin,4.8,1,dangerous
17.26,119.98,10,origin,5.0,1,dangerous
17.093,120.128,10,origin,4.8,1,dangerous
-8.88,112.47,41,origin,3.3,1,dangerous
39.092,28.208,7,origin,1.3,1,safe
38.68,-29.096,5,origin,2.1,1,safe
39.429,26.275,11,origin,1.3,1,safe
4.18,128.1,75,origin,4.2,0,dangerous
2.68,128.54,31,origin,3.8,1,dangerous
39.221,28.273,9,origin,1.3,1,safe
62.037,-151.02,65,origin,2.0,1,safe
28.235,-16.691,12,origin,1.5,1,safe
56.733,-156.962,86,origin,2.3,0,safe
-3.41,131.09,54,origin,2.9,1,safe
12.21,-88.03,36,origin,2.6,1,safe
37.054,-2.376,4,origin,1.6,1,safe
38.952,27.826,7,origin,1.3,1,safe
38.973,27.794,6,origin,1.7,1,safe
39.05,71.22,0,origin,2.4,1,safe
-9.07,-75.466,42,origin,4.5,1,dangerous
-8.916,-75.432,10,origin,4.8,1,dangerous
-9.025,-75.474,10,origin,4.3,1,dangerous
-9.1,-75.33,10,origin,4.8,1,dangerous
-9.2,-75.6,13,origin,4.2,1,dangerous
-9.069,-75.413,10,origin,4.7,1,dangerous
-2.82,140.42,13,origin,2.8,1,safe
36.588,-5.495,13,origin,1.5,1,safe
44.512,-73.521,7,origin,2.0,1,safe
46.282,7.93,7,origin,0.8,1,safe
63.127,-150.702,114,origin,2.0,0,safe
-9.04,110.54,10,origin,2.6,1,safe
-41.159,175.131,22,origin,3.4,1,dangerous
-41.162,175.13,31,origin,3.4,1,dangerous
49.81,-127.323,24,origin,3.0,1,safe
37.085,-2.376,3,origin,1.9,1,safe
51.234,-169.063,20,origin,3.4,1,dangerous
51.246,-169.178,10,origin,3.2,1,dangerous
37.067,-2.409,11,origin,1.5,1,safe
51.186,-169.22,33,origin,4.0,1,dangerous
51.151,-169.217,30,origin,3.9,1,dangerous
37.078,-2.387,7,origin,1.6,1,safe
45.917,7.032,7,origin,0.3,1,safe
37.084,-2.388,6,origin,1.7,1,safe
40.235,31.854,7,origin,1.5,1,safe
37.081,-2.392,13,origin,1.8,1,safe
-24.16,-67.27,212,origin,2.5,0,safe
37.461,43.974,7,origin,1.4,1,safe
39.217,29.021,5,origin,1.8,1,safe
37.139,-2.809,16,origin,4.1,1,dangerous
37.005,-2.473,10,origin,4.0,1,dangerous
36.961,-2.411,8,origin,4.1,1,dangerous
37.019,-2.365,0,origin,4.3,1,dangerous
37.007,-2.297,10,origin,4.2,1,dangerous
39.638,21.837,15,origin,2.3,1,safe
-33.84,117.92,1,origin,2.2,1,safe
39.179,28.119,8,origin,1.5,1,safe
39.188,28.165,11,origin,1.4,1,safe
-4.752,142.85,107,origin,4.6,0,dangerous
-4.736,143.177,90,origin,4.5,0,dangerous
51.356,-169.311,84,origin,3.8,0,dangerous
51.167,-169.218,10,origin,4.1,1,dangerous
37.236,-4.51,26,origin,1.8,1,safe
-9.66,124.55,23,origin,2.5,1,safe
16.765,-99.469,5,origin,3.5,1,dangerous
51.27,-169.233,59,origin,4.0,1,dangerous
51.204,-169.198,48,origin,3.8,1,dangerous
51.222,-169.201,10,origin,4.1,1,dangerous
14.379,120.239,10,origin,5.7,1,very deangerous
9.238,-83.09,16,origin,2.9,1,safe
49.382,-120.51,0,origin,2.1,1,safe
14.426,-93.258,14,origin,4.2,1,dangerous
14.52,-93.22,17,origin,3.7,1,dangerous
34.746,33.168,34,origin,1.7,1,safe
35.758,-5.021,69,origin,3.3,1,dangerous
35.751,-5.08,41,origin,2.5,1,safe
-28.53,-67.19,155,origin,3.9,0,dangerous
19.157,-105.099,5,origin,3.2,1,dangerous
0.43,121.02,93,origin,2.7,0,safe
43.31,78.64,0,origin,2.5,1,safe
19.117,-64.489,35,origin,3.6,1,dangerous
19.144,-64.376,45,origin,3.9,1,dangerous
52.482,-173.977,22,origin,2.3,1,safe
32.78,74.57,10,origin,3.1,1,dangerous
-3.26,136.22,10,origin,2.8,1,safe
-30.646,-71.238,10,origin,3.9,1,dangerous
-30.79,-71.38,50,origin,3.8,1,dangerous
40.219,19.934,15,origin,2.6,1,safe
18.079,-98.437,50,origin,3.2,1,dangerous
-8.97,124.0,65,origin,3.0,1,safe
15.78,-96.094,35,origin,3.5,1,dangerous
56.926,-154.826,10,origin,2.0,1,safe
15.102,-93.621,13,origin,3.2,1,dangerous
-0.28,99.72,92,origin,2.5,0,safe
17.41,-94.516,172,origin,3.6,0,dangerous
2.02,127.71,7,origin,3.4,1,dangerous
36.595,-5.37,0,origin,1.6,1,safe
41.227,28.375,13,origin,2.9,1,safe
41.22,28.371,10,origin,2.6,1,safe
21.66,-85.19,0,origin,4.2,1,dangerous
43.57,17.24,6,origin,2.9,1,safe
13.01,-89.48,30,origin,3.5,1,dangerous
38.814,-122.816,1,origin,2.5,1,safe
-8.82,111.13,22,origin,2.6,1,safe
-19.3,-68.679,10,origin,3.2,1,dangerous
-19.308,-67.346,218,origin,3.5,0,dangerous
-15.37,-172.99,70,origin,5.3,0,very deangerous
-15.284,-173.211,53,origin,5.3,1,very deangerous
-14.984,-173.004,10,origin,5.5,1,very deangerous
-15.16,-173.15,17,origin,5.3,1,very deangerous
-15.14,-173.24,10,origin,5.4,1,very deangerous
-15.12,-173.31,10,origin,5.3,1,very deangerous
-15.2,-173.25,5,origin,5.4,1,very deangerous
-33.166,-70.133,5,origin,2.1,1,safe
14.97,-88.49,1,origin,3.3,1,dangerous
0.89,123.02,31,origin,2.5,1,safe
16.262,-98.409,3,origin,3.5,1,dangerous
-9.05,110.6,22,origin,2.6,1,safe
38.271,38.178,7,origin,1.2,1,safe
41.115,-116.737,11,origin,2.2,1,safe
-2.78,140.77,21,origin,2.5,1,safe
18.233,-100.044,60,origin,3.2,1,dangerous
38.45,26.908,8,origin,1.6,1,safe
38.463,26.924,19,origin,1.9,1,safe
53.737,-165.662,91,origin,2.6,0,safe
-10.72,117.73,10,origin,2.7,1,safe
-22.06,-68.7,107,origin,3.3,0,dangerous
14.734,-93.663,9,origin,3.6,1,dangerous
60.443,-139.563,1,origin,2.0,1,safe
-2.95,137.08,10,origin,3.0,1,safe
43.497,2.788,5,origin,2.6,1,safe
-22.01,-68.75,124,origin,2.5,0,safe
13.966,44.001,11,origin,,1,
-33.86,117.92,5,origin,2.1,1,safe
9.103,39.894,10,origin,4.6,1,dangerous
9.103,39.851,10,origin,4.4,1,dangerous
-33.82,117.95,5,origin,2.2,1,safe
51.43,160.2,15,origin,4.5,1,dangerous
-24.01,-69.28,24,origin,2.8,1,safe
37.919,41.986,7,origin,0.9,1,safe
38.5,74.37,122,origin,3.2,0,dangerous
37.574,-9.257,11,origin,1.9,1,safe
-8.49,120.68,159,origin,2.6,0,safe
35.656,29.165,13,origin,2.2,1,safe
35.61,29.268,29,origin,2.6,1,safe
-21.7,-68.68,132,origin,2.8,0,safe
0.37,122.39,178,origin,3.3,0,dangerous
2.22,128.04,6,origin,2.8,1,safe
39.128,40.358,16,origin,1.3,1,safe
-8.29,113.08,142,origin,2.5,0,safe
-22.17,-69.27,56,origin,3.1,1,dangerous
-5.18,141.29,9,origin,3.0,1,safe
-3.22,140.13,10,origin,2.6,1,safe
-2.44,137.28,10,origin,3.3,1,dangerous
51.148,-169.186,44,origin,4.0,1,dangerous
51.48,-169.01,10,origin,4.5,1,dangerous
51.262,-169.244,10,origin,4.3,1,dangerous
16.009,-95.629,50,origin,4.1,1,dangerous
-30.765,-71.313,10,origin,4.2,1,dangerous
-30.85,-71.39,45,origin,3.9,1,dangerous
38.353,38.758,11,origin,1.3,1,safe
36.748,-5.272,3,origin,2.1,1,safe
34.813,-11.848,20,origin,3.3,1,dangerous
34.732,-12.066,26,origin,2.0,1,safe
37.669,35.417,7,origin,1.3,1,safe
39.729,41.956,7,origin,1.4,1,safe
4.19,127.88,10,origin,4.4,1,dangerous
38.517,40.285,7,origin,1.1,1,safe
-7.05,107.04,108,origin,2.5,0,safe
2.13,98.91,121,origin,3.0,0,safe
39.207,28.101,5,origin,1.5,1,safe
39.252,28.135,7,origin,1.5,1,safe
60.546,-139.813,5,origin,2.7,1,safe
60.553,-139.899,5,origin,3.0,1,safe
60.575,-139.735,5,origin,2.7,1,safe
38.259,38.142,5,origin,2.3,1,safe
38.244,38.144,7,origin,2.2,1,safe
-8.98,110.33,77,origin,2.5,0,safe
-8.92,111.2,21,origin,2.5,1,safe
-20.734,-69.77,5,origin,2.7,1,safe
4.44,128.45,101,origin,3.8,0,dangerous
-3.32,139.79,10,origin,2.5,1,safe
53.772,-164.945,23,origin,3.7,1,dangerous
53.913,-165.113,58,origin,3.6,1,dangerous
-22.171,-69.065,10,origin,2.8,1,safe
-21.14,-68.58,124,origin,3.0,0,safe
49.57,156.45,78,origin,4.3,0,dangerous
37.1,-5.301,8,origin,2.1,1,safe
38.482,14.768,8,origin,2.2,1,safe
39.082,40.466,5,origin,2.0,1,safe
39.035,40.501,9,origin,2.3,1,safe
-8.77,110.13,22,origin,2.5,1,safe
52.474,-132.672,20,origin,3.1,1,dangerous
38.093,37.492,5,origin,1.7,1,safe
38.083,37.505,7,origin,1.4,1,safe
-23.16,-66.91,256,origin,3.0,0,safe
55.213,-160.511,35,origin,3.2,1,dangerous
55.053,-160.436,15,origin,3.5,1,dangerous
48.09,154.76,60,origin,4.4,1,dangerous
40.611,42.423,9,origin,2.4,1,safe
40.444,42.37,10,origin,2.5,1,safe
40.462,42.39,7,origin,2.4,1,safe
-1.73,133.14,10,origin,2.5,1,safe
37.65,35.663,6,origin,1.8,1,safe
37.626,35.705,7,origin,1.6,1,safe
45.113,4.45,0,origin,2.6,1,safe
-8.03,124.2,641,origin,2.9,0,safe
48.55,154.61,40,origin,4.4,1,dangerous
47.056,0.768,11,origin,2.1,1,safe
-33.84,117.91,2,origin,2.3,1,safe
37.12,-7.301,12,origin,2.3,1,safe
37.143,-7.333,20,origin,2.4,1,safe
4.417,119.074,10,origin,3.6,1,dangerous
48.986,151.915,277,origin,4.6,0,dangerous
51.3,152.32,10,origin,6.2,1,very deangerous
49.022,151.06,10,origin,5.7,1,very deangerous
48.27,154.63,31,mt,6.0,1,very deangerous
48.105,154.648,51,mt,6.0,1,very deangerous
48.1,154.64,44,mt,6.0,1,very deangerous
48.0,154.0,1,origin,6.0,1,very deangerous
48.333,154.472,55,origin,5.4,1,very deangerous
48.327,154.561,55,origin,6.0,1,very deangerous
48.327,154.561,55,origin,,1,
48.314,154.426,53,origin,5.6,1,very deangerous
48.25,154.34,56,origin,5.8,1,very deangerous
48.327,154.561,43,mt,6.0,1,very deangerous
48.32,154.51,56,origin,5.8,1,very deangerous
48.115,154.491,31,origin,6.1,1,very deangerous
48.11,154.67,50,origin,6.0,1,very deangerous
47.765,153.72,33,origin,6.1,1,very deangerous
48.221,154.333,34,origin,5.9,1,very deangerous
48.221,154.333,39,mt,5.9,1,very deangerous
48.21,154.38,41,mt,5.9,1,very deangerous
48.305,154.497,10,origin,5.9,1,very deangerous
47.933,154.567,42,origin,5.1,1,very deangerous
48.22,154.41,10,origin,5.7,1,very deangerous
48.22,154.37,10,origin,5.9,1,very deangerous
48.22,154.4,10,origin,5.9,1,very deangerous
48.027,154.68,10,origin,5.5,1,very deangerous
48.033,154.84,10,origin,5.8,1,very deangerous
4.313,128.101,20,origin,4.7,1,dangerous
4.39,128.29,10,origin,4.6,1,dangerous
37.131,-4.218,6,origin,2.3,1,safe
-8.81,110.14,25,origin,2.6,1,safe
36.6,140.1,110,origin,3.7,0,dangerous
-2.44,136.56,10,origin,2.5,1,safe
38.584,31.427,12,origin,1.5,1,safe
38.621,31.43,25,origin,1.8,1,safe
-3.76,122.5,3,origin,2.9,1,safe
-9.5,118.8,31,origin,3.0,1,safe
60.538,-140.114,5,origin,2.6,1,safe
60.527,-140.076,1,origin,3.0,1,safe
39.24,29.034,7,origin,1.5,1,safe
39.214,28.908,8,origin,1.7,1,safe
9.69,126.15,11,origin,3.6,1,dangerous
-30.137,-177.872,100,origin,4.6,0,dangerous
27.32,96.12,10,origin,3.4,1,dangerous
39.249,29.026,9,origin,2.2,1,safe
39.217,28.936,7,origin,2.0,1,safe
-7.76,107.27,30,origin,2.8,1,safe
36.561,-5.587,6,origin,3.2,1,dangerous
36.558,-5.439,0,origin,3.3,1,dangerous
-24.16,-67.17,200,origin,3.7,0,dangerous
-23.92,-67.47,221,origin,3.3,0,dangerous
8.717,-83.355,19,origin,2.8,1,safe
38.468,39.188,7,origin,0.6,1,safe
38.611,17.145,15,origin,,1,
36.645,25.628,10,origin,2.2,1,safe
-2.28,140.34,10,origin,2.5,1,safe
-23.94,-69.28,102,origin,3.0,0,safe
-39.63,177.273,30,origin,3.8,1,dangerous
51.377,178.737,40,origin,2.8,1,safe
60.45,-139.529,5,origin,2.2,1,safe
36.684,-1.924,15,origin,1.6,1,safe
-22.11,-68.74,84,origin,3.2,0,dangerous
38.182,38.65,14,origin,1.3,1,safe
38.135,38.624,7,origin,1.3,1,safe
60.598,-153.208,158,origin,2.5,0,safe
60.623,-153.162,168,origin,2.6,0,safe
46.31,15.73,10,origin,1.2,1,safe
46.272,15.766,16,origin,2.0,1,safe
46.3,15.71,9,origin,1.9,1,safe
35.499,-3.59,20,origin,2.3,1,safe
-24.259,-69.296,29,origin,4.4,1,dangerous
-24.16,-69.25,88,origin,4.0,0,dangerous
38.554,39.519,7,origin,1.1,1,safe
41.109,34.951,7,origin,2.1,1,safe
41.122,34.937,6,origin,2.2,1,safe
51.416,-178.972,6,origin,3.1,1,dangerous
38.085,38.435,7,origin,1.2,1,safe
36.718,-5.267,11,origin,2.0,1,safe
45.536,14.386,4,origin,1.7,1,safe
45.477,14.471,13,origin,1.6,1,safe
45.47,14.42,0,origin,1.6,1,safe
-31.295,-71.555,10,origin,4.3,1,dangerous
-31.31,-71.64,34,origin,4.2,1,dangerous
-11.247,117.877,10,origin,5.2,1,very deangerous
-11.41,118.01,15,origin,5.0,1,dangerous
-11.487,118.005,10,origin,4.4,1,dangerous
-11.47,117.99,17,origin,4.8,1,dangerous
-11.483,117.962,10,origin,4.9,1,dangerous
-11.51,117.97,10,origin,5.1,1,very deangerous
-11.531,117.921,10,origin,5.0,1,dangerous
-11.58,118.0,10,origin,5.2,1,very deangerous
-8.59,112.24,101,origin,2.6,0,safe
8.469,-83.057,23,origin,2.5,1,safe
40.13,21.763,15,origin,2.1,1,safe
-33.85,117.93,5,origin,2.3,1,safe
-31.37,-69.15,99,origin,2.6,0,safe
-33.84,117.93,5,origin,2.2,1,safe
2.68,128.81,191,origin,2.8,0,safe
50.731,-130.519,10,origin,2.9,1,safe
51.735,178.876,96,origin,3.1,0,dangerous
66.012,-151.737,15,origin,2.7,1,safe
66.016,-151.753,10,origin,2.7,1,safe
-31.24,-68.77,102,origin,2.9,0,safe
19.54,-66.275,37,origin,3.5,1,dangerous
38.685,37.988,7,origin,1.0,1,safe
63.227,-151.277,4,origin,2.1,1,safe
2.82,128.34,221,origin,3.6,0,dangerous
-44.272,168.814,10,origin,3.5,1,dangerous
-2.63,140.6,10,origin,4.4,1,dangerous
-2.637,140.635,10,origin,4.3,1,dangerous
-2.727,140.633,10,origin,4.4,1,dangerous
39.94,70.55,0,origin,2.3,1,safe
18.582,-66.888,13,origin,2.7,1,safe
-8.2,123.05,16,origin,2.6,1,safe
60.1,-151.304,73,origin,3.4,0,dangerous
60.097,-151.359,86,origin,3.5,0,dangerous
-9.23,112.78,13,origin,2.7,1,safe
54.16,159.8,210,origin,4.1,0,dangerous
42.721,-7.682,10,origin,1.9,1,safe
68.007,135.86,17,origin,4.8,1,dangerous
51.924,158.441,10,origin,5.1,1,very deangerous
51.7,159.4,31,origin,4.9,1,dangerous
51.501,159.543,37,origin,4.7,1,dangerous
51.52,159.47,36,origin,4.8,1,dangerous
51.45,159.66,40,origin,5.1,1,very deangerous
51.638,159.514,10,origin,5.1,1,very deangerous
18.859,73.014,5,origin,2.5,1,safe
-28.57,-67.57,121,origin,2.9,0,safe
-8.92,111.13,18,origin,2.6,1,safe
17.953,-66.828,13,origin,2.6,1,safe
39.251,29.001,7,origin,1.3,1,safe
-24.8,-69.79,62,origin,3.8,1,dangerous
-8.48,111.68,96,origin,2.5,0,safe
61.383,-150.007,35,origin,2.0,1,safe
-13.68,-72.72,20,origin,3.4,1,dangerous
19.158,-155.457,33,origin,2.7,1,safe
19.2,-155.47,35,origin,2.9,1,safe
57.919,-152.414,29,origin,2.0,1,safe
-35.62,-72.34,24,origin,3.0,1,safe
17.355,-93.222,3,origin,3.1,1,dangerous
-8.68,108.88,10,origin,2.5,1,safe
38.147,38.524,12,origin,1.2,1,safe
38.134,38.556,7,origin,1.3,1,safe
41.24,70.27,10,origin,2.3,1,safe
24.576,121.691,27,origin,2.9,1,safe
-47.881,165.52,5,origin,3.2,1,dangerous
38.001,35.534,7,origin,1.4,1,safe
34.318,-97.165,20,origin,3.1,1,dangerous
34.331,-97.153,5,origin,3.6,1,dangerous
-33.83,117.93,5,origin,2.3,1,safe
-3.16,141.28,12,origin,3.1,1,dangerous
31.436,-115.305,11,origin,3.2,1,dangerous
1.07,128.03,9,origin,2.5,1,safe
38.591,39.558,7,origin,2.5,1,safe
38.605,39.528,5,origin,2.4,1,safe
18.176,-94.284,10,origin,3.7,1,dangerous
-9.02,110.76,10,origin,2.7,1,safe
37.822,27.392,7,origin,1.6,1,safe
-21.072,-68.808,101,origin,4.7,0,dangerous
-21.219,-68.882,120,origin,4.6,0,dangerous
-21.167,-68.868,115,origin,4.6,0,dangerous
-21.17,-68.91,120,origin,4.4,0,dangerous
-21.17,-68.94,152,mt,3.9,0,dangerous
-20.733,-68.937,114,origin,4.5,0,dangerous
-28.3,-71.21,61,origin,2.9,1,safe
38.017,38.432,13,origin,2.5,1,safe
38.102,38.434,5,origin,2.7,1,safe
1.37,99.55,152,origin,3.2,0,dangerous
39.551,22.542,15,origin,,1,
39.39,22.44,6,origin,2.5,1,safe
39.392,22.428,11,origin,2.5,1,safe
16.779,-99.674,20,origin,3.4,1,dangerous
36.646,-5.263,0,origin,2.0,1,safe
38.056,29.073,15,origin,1.9,1,safe
38.041,29.087,13,origin,1.6,1,safe
67.056,23.862,0,origin,1.3,1,safe
67.049,23.858,4,origin,1.4,1,safe
38.087,38.424,7,origin,2.5,1,safe
38.091,38.433,1,origin,2.4,1,safe
-7.13,129.46,162,origin,4.1,0,dangerous
-33.777,-70.141,10,origin,2.7,1,safe
-33.74,-70.09,15,origin,2.6,1,safe
37.327,37.048,7,origin,1.2,1,safe
37.308,37.034,14,origin,1.5,1,safe
35.447,32.671,19,origin,2.1,1,safe
35.319,32.523,31,origin,2.3,1,safe
35.444,32.718,50,origin,2.4,1,safe
14.634,-94.453,10,origin,4.1,1,dangerous
60.581,-139.757,5,origin,2.0,1,safe
40.336,-124.948,0,origin,2.8,1,safe
40.323,-125.142,10,origin,2.7,1,safe
51.493,-178.138,12,origin,2.7,1,safe
51.94,159.18,32,origin,4.7,1,dangerous
51.646,159.66,33,origin,4.7,1,dangerous
51.619,159.609,32,origin,4.1,1,dangerous
51.46,160.11,40,origin,4.6,1,dangerous
0.237,-80.819,10,origin,4.4,1,dangerous
0.525,-80.54,10,origin,4.4,1,dangerous
0.207,-80.74,10,origin,4.2,1,dangerous
0.24,-80.81,20,origin,4.2,1,dangerous
-8.43,109.75,35,origin,2.8,1,safe
37.932,36.047,14,origin,1.6,1,safe
17.716,-99.611,10,origin,3.6,1,dangerous
-5.37,122.52,8,origin,2.5,1,safe
-18.362,-69.909,68,origin,4.0,1,dangerous
-18.138,-69.045,118,origin,4.2,0,dangerous
-18.208,-69.681,110,origin,4.3,0,dangerous
-18.18,-69.57,112,origin,3.9,0,dangerous
-18.194,-69.683,113,origin,4.2,0,dangerous
-18.26,-69.76,127,origin,4.2,0,dangerous
31.365,-115.349,10,origin,3.4,1,dangerous
-2.97,139.46,10,origin,2.7,1,safe
56.731,-155.983,12,origin,2.2,1,safe
-10.04,111.48,10,origin,2.9,1,safe
38.013,36.569,7,origin,2.0,1,safe
38.028,36.609,6,origin,1.9,1,safe
37.123,28.348,4,origin,1.8,1,safe
37.126,28.375,5,origin,1.5,1,safe
-3.62,129.12,10,origin,2.5,1,safe
53.987,-174.451,0,origin,3.3,1,dangerous
40.058,40.704,7,origin,1.4,1,safe
40.046,40.745,3,origin,1.8,1,safe
13.34,120.2,39,origin,3.3,1,dangerous
51.199,-175.888,19,origin,2.5,1,safe
-30.468,-70.777,25,origin,3.5,1,dangerous
-30.953,-71.403,34,origin,3.7,1,dangerous
-30.77,-71.36,45,origin,3.4,1,dangerous
50.515,-176.253,10,origin,2.9,1,safe
39.685,27.909,8,origin,1.6,1,safe
39.693,27.905,4,origin,1.9,1,safe
-22.88,-67.15,228,origin,2.9,0,safe
40.346,-124.938,10,origin,2.7,1,safe
37.3,141.7,30,origin,4.0,1,dangerous
4.74,96.18,6,origin,3.2,1,dangerous
5.29,127.53,33,origin,3.5,1,dangerous
42.854,1.994,0,origin,1.7,1,safe
38.778,43.444,7,origin,1.8,1,safe
38.757,43.518,25,origin,2.0,1,safe
-8.61,118.4,116,origin,2.8,0,safe
40.31,-124.513,12,origin,2.2,1,safe
19.285,-155.434,29,origin,2.1,1,safe
39.815,56.764,1,origin,4.7,1,dangerous
39.056,55.332,8,origin,5.4,1,very deangerous
39.229,56.113,10,origin,4.4,1,dangerous
39.24,56.02,10,origin,4.6,1,dangerous
39.1,55.86,7,origin,4.8,1,dangerous
14.777,-94.897,5,origin,3.7,1,dangerous
0.35,122.77,99,origin,3.0,0,safe
39.236,28.151,12,origin,1.2,1,safe
37.003,28.558,7,origin,1.9,1,safe
27.4,88.38,5,origin,2.5,1,safe
-7.29,107.49,5,origin,2.7,1,safe
62.07,-151.704,100,origin,2.4,0,safe
17.802,-95.722,109,origin,4.1,0,dangerous
4.288,128.079,44,origin,4.8,1,dangerous
4.24,128.21,40,origin,4.8,1,dangerous
4.09,128.16,57,origin,4.6,1,dangerous
4.19,128.22,10,origin,4.5,1,dangerous
4.111,128.175,39,origin,4.6,1,dangerous
2.69,126.85,32,origin,4.5,1,dangerous
41.6,141.9,30,origin,3.8,1,dangerous
34.558,24.528,20,origin,3.0,1,safe
-41.76,-74.18,28,origin,3.8,1,dangerous
36.16,-89.67,10,origin,2.1,1,safe
64.625,-138.758,5,origin,2.6,1,safe
39.149,28.343,7,origin,1.2,1,safe
18.934,-65.228,34,origin,3.4,1,dangerous
18.93,-65.251,35,origin,2.9,1,safe
-0.28,129.38,10,origin,3.0,1,safe
38.455,37.095,28,origin,1.5,1,safe
38.584,37.227,6,origin,1.5,1,safe
3.607,101.227,15,origin,4.4,1,dangerous
-4.273,102.437,62,origin,5.1,1,very deangerous
-4.423,102.413,39,origin,4.8,1,dangerous
-4.31,102.4,28,origin,4.8,1,dangerous
-4.21,102.4,60,origin,5.2,1,very deangerous
-4.468,102.153,66,origin,4.8,1,dangerous
-4.36,102.3,55,origin,4.9,1,dangerous
-4.356,102.386,66,origin,5.0,1,dangerous
-4.34,102.39,69,origin,5.0,1,dangerous
-4.13,102.225,10,origin,4.8,1,dangerous
-9.48,116.65,29,origin,2.6,1,safe
53.661,-166.51,94,origin,2.2,0,safe
13.19,-89.63,24,origin,3.0,1,safe
-16.173,-71.319,121,mt,4.9,0,dangerous
-16.27,-71.82,140,origin,4.9,0,dangerous
-16.182,-71.36,105,origin,5.0,0,dangerous
-16.33,-71.73,123,origin,4.7,0,dangerous
-16.17,-71.39,130,origin,4.9,0,dangerous
-16.229,-71.617,131,origin,5.0,0,dangerous
-16.154,-71.439,112,origin,4.9,0,dangerous
-16.15,-71.63,119,origin,5.0,0,dangerous
-16.12,-71.533,119,origin,4.9,0,dangerous
38.306,38.672,18,origin,0.9,1,safe
39.116,28.334,14,origin,2.2,1,safe
39.138,28.343,8,origin,2.0,1,safe
57.895,-156.292,124,origin,2.0,0,safe
-2.19,140.25,10,origin,2.7,1,safe
-21.457,-68.162,150,origin,4.5,0,dangerous
-21.72,-68.71,126,origin,4.1,0,dangerous
-21.726,-68.607,117,origin,4.3,0,dangerous
-21.779,-68.658,132,origin,4.3,0,dangerous
-21.791,-69.028,165,origin,4.5,0,dangerous
-3.71,123.37,14,origin,2.8,1,safe
40.453,34.526,7,origin,1.0,1,safe
40.618,34.532,8,origin,1.6,1,safe
59.976,-152.815,95,origin,2.0,0,safe
33.9,-116.159,5,origin,2.0,1,safe
39.343,36.438,16,origin,1.7,1,safe
-6.08,103.8,3,origin,2.6,1,safe
40.133,27.117,4,origin,1.3,1,safe
35.361,-117.806,8,origin,2.0,1,safe
35.361,-117.799,8,origin,2.0,1,safe
59.42,-154.36,10,origin,2.1,1,safe
0.94,122.09,19,origin,3.0,1,safe
36.535,-5.731,17,origin,1.5,1,safe
39.172,28.226,10,origin,1.6,1,safe
39.174,28.223,7,origin,1.4,1,safe
39.037,21.279,15,origin,,1,
60.399,-147.705,11,origin,2.0,1,safe
59.943,-141.54,13,origin,2.6,1,safe
59.909,-141.484,10,origin,2.5,1,safe
39.214,21.35,15,origin,,1,
39.198,-2.888,0,origin,1.9,1,safe
38.33,38.8,11,origin,2.0,1,safe
38.369,38.783,3,origin,2.0,1,safe
