Rank,Score,Acedemik Reputation,Students,Citations_per_faculty,faculty_student_ratio,employer_reputation,employment_outcomes,international_faculty_ratio,sustainability_score,international_research_network,Score_class,Total_Reputation,Global_Connectivity
0.0,1.0000000000000002,1.0,0.9151515151515153,1.0,0.9999999999999999,1.0,1.0,1.0,0.9330453563714903,0.9404040404040405,0,0.9999999999999999,0.9720352149145521
0.1468354430379747,0.9924528301886795,0.995959595959596,1.0,0.9494949494949496,0.9928644240570846,1.0,0.958502024291498,1.0,0.9816414686825053,0.9747474747474749,0,0.997948717948718,0.9896426721905749
0.2582278481012658,0.9861635220125788,1.0,0.7323232323232325,0.9969696969696972,0.9999999999999999,1.0,1.0,0.9413549039433771,0.9503239740820736,0.9646464646464648,0,0.9999999999999999,0.9544277576385293
0.3367088607594937,0.9735849056603776,1.0,0.9858585858585859,0.9090909090909092,0.9999999999999999,1.0,1.0,0.9878665318503538,0.7613390928725703,1.0,0,0.9999999999999999,0.9963749352667013
0.4,0.9710691823899373,1.0,0.8121212121212122,1.0,0.9826707441386341,1.0,1.0,0.7886754297269969,0.7602591792656588,0.9939393939393942,0,0.9999999999999999,0.8912480580010358
0.4481012658227848,0.9647798742138367,1.0,0.9303030303030304,0.8848484848484849,0.9999999999999999,1.0,1.0,1.0,0.7667386609071275,0.991919191919192,0,0.9999999999999999,0.9984464008285863
0.4759493670886076,0.9584905660377361,0.9969696969696972,0.9929292929292931,0.987878787878788,0.7115188583078491,0.9624746450304259,0.9493927125506073,1.0,0.9956803455723543,0.9575757575757576,0,0.9794871794871794,0.9808389435525635
0.5189873417721519,0.9484276729559751,0.9989898989898992,0.9686868686868688,0.9585858585858588,0.709480122324159,0.9817444219066936,1.0,1.0,0.8920086393088553,0.9232323232323234,0,0.9902564102564103,0.9632314862765408
0.5417721518987342,0.9471698113207547,0.9989898989898992,1.0,0.8070707070707073,0.9469928644240571,0.9939148073022313,0.8917004048582996,0.9959555106167846,0.9838012958963284,0.9989898989898992,0,0.9964102564102565,1.0
0.002531645569620253,0.9283018867924528,0.9828282828282829,0.9060606060606062,1.0,0.9999999999999999,0.9918864097363083,0.4848178137651822,1.0,0.7753779697624191,0.6141414141414142,0,0.9871794871794871,0.8047643707923356
0.02278481012658228,0.9270440251572329,0.9929292929292931,1.0,0.9656565656565658,0.8501529051987767,0.8225152129817443,0.9979757085020242,1.0,0.8358531317494601,0.8212121212121213,0,0.9066666666666667,0.9109269808389436
0.03291139240506329,0.9207547169811323,0.9707070707070707,0.9303030303030304,0.9454545454545455,0.835881753312946,0.9127789046653144,0.875506072874494,1.0,0.8617710583153348,0.8676767676767678,0,0.941025641025641,0.9347488348006215
0.043037974683544304,0.9119496855345912,0.9979797979797981,0.9272727272727274,0.7787878787878788,0.9724770642201834,0.9929006085192698,0.9979757085020242,0.8594539939332658,0.7116630669546437,0.875757575757576,0,0.9953846153846154,0.8669083376488866
0.05569620253164557,0.9069182389937107,0.9989898989898992,0.36666666666666664,0.991919191919192,0.9612640163098879,0.995943204868154,0.9696356275303644,0.5945399393326591,0.6825053995680346,0.8303030303030304,0,0.9974358974358973,0.7079233557742103
0.06835443037974684,0.9056603773584906,0.988888888888889,0.7606060606060607,0.7171717171717172,0.998980632008155,0.986815415821501,1.0,0.9686552072800808,0.9460043196544278,0.8929292929292931,0,0.9876923076923078,0.931641636457794
0.08607594936708861,0.8943396226415095,0.9949494949494951,0.7545454545454546,0.9797979797979799,0.636085626911315,0.9878296146044623,0.9929149797570851,0.5712841253791708,0.7494600431965444,0.9292929292929294,0,0.9912820512820514,0.7467633350595546
0.6,0.8893081761006292,0.9989898989898992,0.31212121212121213,0.995959595959596,0.9704383282364933,0.9969574036511155,0.9696356275303644,0.38827098078867545,0.6619870410367171,0.8020202020202022,0,0.997948717948718,0.5877783531848784
0.6,0.8893081761006292,1.0,0.7030303030303031,0.9717171717171719,0.2803261977573904,1.0,0.9979757085020242,0.9555106167846308,0.9870410367170627,0.9666666666666668,0,0.9999999999999999,0.9627136198860695
0.13670886075949368,0.8842767295597485,0.9969696969696972,1.0,0.9474747474747476,0.18960244648318045,0.973630831643002,0.9827935222672065,0.9666329625884732,0.9805615550755941,0.9686868686868688,0,0.9851282051282052,0.9694458829621959
0.14936708860759493,0.8830188679245285,0.9626262626262627,0.9989898989898992,0.9686868686868688,0.2854230377166157,0.934077079107505,0.986842105263158,1.0,0.9676025917926566,0.9757575757575758,0,0.9476923076923077,0.9901605385810461
0.1620253164556962,0.8792452830188682,1.0,0.7242424242424244,0.6444444444444445,0.9999999999999999,1.0,0.9979757085020242,0.8655207280080889,0.8099352051835854,0.9282828282828285,0,0.9999999999999999,0.8969445882962197
0.6379746835443038,0.8767295597484279,0.9262626262626265,1.0,0.9303030303030304,0.8980632008154944,0.8782961460446247,0.4665991902834008,1.0,0.8412526997840173,0.8343434343434344,0,0.901025641025641,0.9176592439150699
0.6379746835443038,0.8767295597484279,0.9191919191919193,0.988888888888889,0.9252525252525253,0.6992864424057085,0.9969574036511155,0.5678137651821862,0.8614762386248735,0.8682505399568035,0.9585858585858588,0,0.9574358974358974,0.9104091144484723
0.19746835443037974,0.8704402515723273,0.9313131313131314,0.9414141414141416,0.8565656565656566,0.9999999999999999,0.7890466531440162,0.8390688259109311,0.7047522750252779,0.9244060475161987,0.9737373737373739,0,0.8584615384615385,0.8379078197824961
0.6582278481012659,0.8666666666666669,1.0,0.6969696969696971,1.0,0.6666666666666666,0.997971602434077,0.9888663967611337,0.11729019211324569,0.7408207343412527,0.8242424242424243,0,0.998974358974359,0.46038322112894875
0.6582278481012659,0.8666666666666669,0.988888888888889,1.0,0.9424242424242425,0.14067278287461774,0.9411764705882353,0.9574898785425101,0.9989888776541962,0.9740820734341252,0.9545454545454547,0,0.9646153846153848,0.9787674779906785
0.22278481012658227,0.8603773584905663,0.9808080808080809,0.9343434343434345,0.7212121212121214,0.6666666666666666,0.934077079107505,0.9888663967611337,0.8847320525783618,0.9600431965442765,0.9282828282828285,0,0.9569230769230769,0.9067840497151736
0.23544303797468355,0.8566037735849057,0.8242424242424243,0.7525252525252526,0.8494949494949495,0.9857288481141692,0.984787018255578,0.9746963562753036,0.6926188068756318,0.8682505399568035,0.9969696969696972,0,0.903076923076923,0.8436043500776801
0.24556962025316456,0.8553459119496856,1.0,0.978787878787879,0.6848484848484849,0.4464831804281346,0.9908722109533468,0.9939271255060729,0.9787664307381193,1.0000000000000002,0.9696969696969698,0,0.9953846153846154,0.9761781460383221
0.2607594936708861,0.8540880503144657,0.9363636363636365,0.4585858585858586,0.9272727272727274,0.8450560652395515,0.9503042596348883,0.7297570850202428,0.883720930232558,0.8174946004319654,0.7525252525252526,0,0.9425641025641026,0.8161574313827034
0.27341772151898736,0.8528301886792453,0.9616161616161618,0.98989898989899,0.6989898989898992,0.7390417940876657,0.9168356997971602,0.7611336032388665,0.9949443882709808,0.9622030237580995,0.9838383838383841,0,0.9384615384615385,0.9917141377524599
0.7088607594936709,0.8415094339622644,0.978787878787879,0.98989898989899,0.9161616161616163,0.39755351681957185,0.8235294117647057,0.6670040485829959,1.0,0.9114470842332614,0.9303030303030304,0,0.9,0.9668565510098395
