iter	MultiClass
203	0.09811148881
204	0.09764083166
205	0.09750122065
206	0.0971866544
207	0.0970365786
208	0.09691748851
209	0.09660435298
210	0.09633498163
211	0.09603684654
212	0.09570676505
213	0.09531523517
214	0.09512155203
215	0.09482236308
216	0.09444860369
217	0.09382361813
218	0.09356526378
219	0.09328103479
220	0.09268462213
221	0.09245030554
222	0.0922175943
223	0.09209073415
224	0.0915167722
225	0.09105263942
226	0.09062463216
227	0.09043167084
228	0.09032541288
229	0.08986127273
230	0.08953130678
231	0.08924961489
232	0.08890549779
233	0.08845617067
234	0.08812824269
235	0.08771779779
236	0.08731926205
237	0.08712320806
238	0.08684844105
239	0.0866637429
240	0.08640187619
241	0.0860116078
242	0.08588214348
243	0.08559948119
244	0.08524908675
245	0.08490708722
246	0.08438302939
247	0.08412180343
248	0.08391797799
249	0.08373320693
250	0.08358660382
251	0.08321142598
252	0.08295540593
253	0.08251446182
254	0.08223271814
255	0.08200645039
256	0.0816185133
257	0.08148878834
258	0.08111311673
259	0.08074506055
260	0.08034214378
261	0.07990748677
262	0.07974249219
263	0.07945804441
264	0.0792107202
265	0.0790193899
266	0.07876867433
267	0.07832805137
268	0.0780298822
269	0.07788000778
270	0.07773836559
271	0.07748797299
272	0.07742787909
273	0.07733598646
274	0.07707265307
275	0.07667514426
276	0.07650444329
277	0.07623309049
278	0.07613627206
279	0.07582897849
280	0.07563456168
281	0.07531597381
282	0.07505515495
283	0.0748938171
284	0.07478952987
285	0.07456909244
286	0.07450092917
287	0.07428158104
288	0.07389159903
289	0.07378194385
290	0.07353567417
291	0.07337709408
292	0.07316557903
293	0.07298163809
294	0.07266279552
295	0.07256719602
296	0.07242772999
297	0.07235820136
298	0.07209621158
299	0.07195593679
300	0.07181095422
301	0.07146997721
302	0.07136269072
303	0.07122689589
304	0.07104737318
305	0.0708849134
306	0.07073838722
307	0.07069762103
308	0.07042016243
309	0.07016439076
310	0.06988649682
311	0.06946468235
312	0.06925643118
313	0.0691095126
314	0.06889586082
315	0.06865934153
316	0.06832337371
317	0.06812601671
318	0.06785144395
319	0.06754648223
320	0.0674099527
321	0.0672304667
322	0.06702478754
323	0.06670912503
324	0.06651477668
325	0.06630857912
326	0.06603271291
327	0.0657619081
328	0.06552985237
329	0.06532189866
330	0.0652007595
331	0.06498570895
332	0.06473380679
333	0.06463244104
334	0.06450419551
335	0.06432404884
336	0.06413207786
337	0.06388052496
338	0.0636639709
339	0.0635830431
340	0.06339709771
341	0.06328820604
342	0.06315411738
343	0.06281850163
344	0.0626516206
345	0.06246186575
346	0.06227513069
347	0.06209349778
348	0.06188279543
349	0.06176782916
350	0.06168185684
351	0.06146391667
352	0.06130721993
353	0.06120199597
354	0.06104534278
355	0.06076863256
356	0.06070101077
357	0.06065739834
358	0.06042485874
359	0.06017120745
360	0.05988485472
361	0.05983405522
362	0.05956778936
363	0.05945363134
364	0.05927352167
365	0.05913530472
366	0.05901880474
367	0.05887518347
368	0.05867750336
369	0.05861677261
370	0.05837967036
371	0.05821017758
372	0.05814799528
373	0.05796889382
374	0.05788064695
375	0.05776294704
376	0.05768292192
377	0.05752292035
378	0.0574903425
379	0.05735840837
380	0.05729679017
381	0.05715666956
382	0.05697557946
383	0.05682573917
384	0.05673693484
385	0.05655540352
386	0.05638367559
387	0.05625296527
388	0.05619689093
389	0.05608557089
390	0.05598042844
391	0.05587143574
392	0.05566222739
393	0.05554932155
394	0.05537053656
395	0.0552170531
396	0.05515330165
397	0.05503176533
398	0.05496329948
399	0.05476148998
400	0.05466373945
401	0.05461710498
402	0.05437105671
403	0.05424455478
404	0.05412851547
405	0.05401836706
406	0.05390989666
407	0.05381253084
408	0.05360514877
409	0.05349654923
410	0.05340152265
411	0.05335539561
412	0.05325234207
413	0.05310720036
414	0.05306819007
415	0.05294260611
416	0.05285850316
417	0.05270710464
418	0.05254708625
419	0.0524639962
420	0.05230562566
421	0.052163045
422	0.05198540029
423	0.05184603381
424	0.05175871383
425	0.05163096846
426	0.05154438507
427	0.05148151304
428	0.05145643716
429	0.05130179645
430	0.05125125375
431	0.05114663522
432	0.05096464119
433	0.05077577348
434	0.05053673591
435	0.05044409957
436	0.05029776205
437	0.05013332645
438	0.05004299658
439	0.04990422047
440	0.04977821911
441	0.04971324302
442	0.0495782983
443	0.04945471623
444	0.04933979723
445	0.04914903408
446	0.0490216266
447	0.04888759944
448	0.04876988558
449	0.04868487476
450	0.04861308651
451	0.04848405088
452	0.0483649481
453	0.04822364856
454	0.04812659811
455	0.04794874444
456	0.04781980823
457	0.04767244457
458	0.04757093996
459	0.0474456772
460	0.04739627756
461	0.0473005516
462	0.04723072995
463	0.04714882614
464	0.04706445699
465	0.04704052647
466	0.04695372678
467	0.04682470816
468	0.04672054247
469	0.04657781612
470	0.0465032114
471	0.0463485918
472	0.04623179263
473	0.04615423472
474	0.04602381055
475	0.04594056329
476	0.04586601369
477	0.04577242983
478	0.04565721988
479	0.0455604917
480	0.04546203977
481	0.04534509203
482	0.04521124768
483	0.0451643311
484	0.04499154354
485	0.04490614351
486	0.0447291789
487	0.04467118394
488	0.0446162388
489	0.04450995763
490	0.04443891848
491	0.04438579262
492	0.04435505647
493	0.0442633639
494	0.0441695538
495	0.0439893882
496	0.04390637166
497	0.0437821729
498	0.04368356974
499	0.04350577998
500	0.04345894918
501	0.04343604956
502	0.04335812116
503	0.04324612084
504	0.04314166854
505	0.04304735106
506	0.04303201946
507	0.04296207298
508	0.0428499271
509	0.04275888802
510	0.04266750962
511	0.04262192943
512	0.04256884413
513	0.04244009071
514	0.04239362914
515	0.04227268804
516	0.0421612628
517	0.04210985321
518	0.04199665563
519	0.04193157331
520	0.04183596494
521	0.04176187733
522	0.04170851011
523	0.04164074988
524	0.04155776104
525	0.04147876984
526	0.04139059921
527	0.04126877142
528	0.04123050931
529	0.04112625073
530	0.04106697087
531	0.04099916388
532	0.04096122556
533	0.04087912675
534	0.04077000186
535	0.04072986207
536	0.04068890875
537	0.04056149355
538	0.04049787078
539	0.04043094277
540	0.04033562193
541	0.04027661304
542	0.04020085776
543	0.04015484211
544	0.04008933092
545	0.04006675268
546	0.03997691721
547	0.03990040901
548	0.0397969696
549	0.03971149519
550	0.03962219184
551	0.03958555856
552	0.03946626692
553	0.03937872522
554	0.03933036543
555	0.03924770424
556	0.039196704
557	0.03913602689
558	0.03904213288
559	0.03899345262
560	0.03891620705
561	0.03883691129
562	0.03876820045
563	0.03869772149
564	0.0386570821
565	0.03860960163
566	0.03853977004
567	0.03845163417
568	0.03835838371
569	0.03826354035
570	0.03818481438
571	0.03810664667
572	0.03807688878
573	0.03801021208
574	0.03799864538
575	0.03794684406
576	0.03790684108
577	0.03779908983
578	0.03761480948
579	0.03755505991
580	0.03753691712
581	0.03740696402
582	0.03733446137
583	0.03726271497
584	0.03715290144
585	0.03704117124
586	0.03697604073
587	0.03691384451
588	0.03681034688
589	0.03673358821
590	0.03664023064
591	0.03660921854
592	0.03657167107
593	0.03649724737
594	0.03644956684
595	0.03637799049
596	0.03634227011
597	0.03626581044
598	0.03621752197
599	0.03616810947
600	0.0361245628
601	0.03606806145
602	0.03604358364
603	0.03597464828
604	0.03589792012
605	0.03578295909
606	0.03571335328
607	0.03563925455
608	0.03555646122
609	0.0354972905
610	0.03544290282
611	0.03540873081
612	0.03536931902
613	0.03532239445
614	0.03521557268
615	0.03513255045
616	0.03501760393
617	0.03495299433
618	0.03486402207
619	0.03479293114
620	0.03474050251
621	0.03470847429
622	0.03467131707
623	0.03460867535
624	0.0345234555
625	0.03446885906
626	0.03440697972
627	0.03433753588
628	0.0343175151
629	0.03427718764
630	0.03420103317
631	0.03414154039
632	0.03407305209
633	0.0340007629
634	0.03395024871
635	0.03388972211
636	0.0338395763
637	0.0337766561
638	0.03373595714
639	0.03363022735
640	0.03354374453
641	0.03350269282
642	0.03346991376
643	0.03341729124
644	0.03337190369
645	0.03330066037
646	0.0332583106
647	0.03317310033
648	0.03306027373
649	0.03301109543
650	0.03295232499
651	0.03292358162
652	0.03284682562
653	0.03281536965
654	0.0327668847
655	0.03267107054
656	0.03259033074
657	0.03253020616
658	0.03248192773
659	0.03241335889
660	0.03234894316
661	0.03231750798
662	0.03226188692
663	0.0321957084
664	0.03213947655
665	0.03211679221
666	0.03207440033
667	0.03205079933
668	0.03201744674
669	0.03194687972
670	0.03192129933
671	0.03189365788
672	0.0318637921
673	0.03182071519
674	0.03175143794
675	0.03167457656
676	0.03157267883
677	0.03153847806
678	0.03143709284
679	0.03135727751
680	0.03132041134
681	0.03128265634
682	0.03124191164
683	0.03119318864
684	0.03112463479
685	0.03106586251
686	0.0310307881
687	0.03099113552
688	0.03092703447
689	0.03089392889
690	0.03081650278
691	0.03077927706
692	0.03074213132
693	0.030704144
694	0.03067761193
695	0.03064157711
696	0.03060800517
697	0.03058552132
698	0.03052737587
699	0.03046943528
700	0.03043404536
701	0.03041343545
702	0.03038749801
703	0.03032784103
704	0.03026708716
705	0.03021345918
706	0.03018387333
707	0.03011734241
708	0.0300660342
709	0.03000279077
710	0.02991505864
711	0.02987893134
712	0.02985039094
713	0.02974977008
714	0.02970561867
715	0.02969027989
716	0.02965327611
717	0.02962112236
718	0.02959929679
719	0.0295486588
720	0.02950157556
721	0.02945765337
722	0.02940914812
723	0.02939550308
724	0.02936313566
725	0.02932168825
726	0.02930108659
727	0.02925854166
728	0.02920705146
729	0.02913756337
730	0.02910962655
731	0.02905278299
732	0.02900597476
733	0.02895791208
734	0.02889896354
735	0.02886624871
736	0.02879587621
737	0.0287479346
738	0.02870652306
739	0.02868542794
740	0.02867525126
741	0.02862834869
742	0.02858636866
743	0.02855893809
744	0.02851615975
745	0.02847816633
746	0.02843632818
747	0.02838801082
748	0.0283685073
749	0.02833257466
750	0.02831393961
751	0.02824898856
752	0.0282142974
753	0.02819046068
754	0.0281401914
755	0.02810263369
756	0.02808720166
757	0.02805269591
758	0.02802173684
759	0.02795783196
760	0.0279222476
761	0.02787589293
762	0.02782975754
763	0.02780651419
764	0.02775800066
765	0.02771827751
766	0.02767797429
767	0.02764796328
768	0.0276194216
769	0.02755619243
770	0.02751660444
771	0.02747939819
772	0.02744612671
773	0.02738726738
774	0.02735279941
775	0.02728163041
776	0.02725243818
777	0.02720556315
778	0.02716441839
779	0.02712755294
780	0.02706610996
781	0.02703582871
782	0.02697406169
783	0.02691353008
784	0.02686831839
785	0.02682863798
786	0.02678706665
787	0.02674684966
788	0.02672143704
789	0.02668082785
790	0.0266578113
791	0.02662355559
792	0.02660005512
793	0.02653038728
794	0.02650905158
795	0.02644455636
796	0.02642896782
797	0.02639905172
798	0.02633767491
799	0.02629005532
800	0.02627569763
801	0.02624303292
802	0.0262095158
803	0.02613179705
804	0.02609852285
805	0.02603961976
806	0.02602004334
807	0.02599043714
808	0.02593400555
809	0.02590611819
810	0.02585632527
811	0.02584337876
812	0.02582187953
813	0.02580160902
814	0.02576613749
815	0.02574754889
816	0.02570555294
817	0.02568038212
818	0.02562722432
819	0.02560159226
820	0.02558882277
821	0.0255600567
822	0.0255248923
823	0.0254961134
824	0.0254819698
825	0.02540142158
826	0.02538300867
827	0.0253570786
828	0.02533515675
829	0.02530505312
830	0.02527791521
831	0.02524571023
832	0.02520164683
833	0.02517760388
834	0.0251430345
835	0.02510567611
836	0.02507421854
837	0.02505688702
838	0.02502766973
839	0.02499266092
840	0.02496737921
841	0.02491330895
842	0.02488537843
843	0.02486142778
844	0.02482328872
845	0.02478086248
846	0.02476112582
847	0.02473007034
848	0.02469223005
849	0.02464613796
850	0.02460513419
851	0.02455896625
852	0.02453659135
853	0.02450299183
854	0.0244732441
855	0.02445293509
856	0.02443873872
857	0.02441049551
858	0.02438846785
859	0.02435969763
860	0.02430205718
861	0.02429124034
862	0.02426253699
863	0.02422627131
864	0.02420406962
865	0.02413159997
866	0.02412179637
867	0.02407728625
868	0.02402165792
869	0.02399616884
870	0.02396660772
871	0.02394810253
872	0.02390764857
873	0.02387156654
874	0.02383995916
875	0.02380290654
876	0.02377974018
877	0.02373756271
878	0.02371722089
879	0.02368015205
880	0.02364462233
881	0.02360684571
882	0.02357777473
883	0.02356101041
884	0.023519122
885	0.0234876753
886	0.02346266464
887	0.0234321482
888	0.02339390333
889	0.0233791706
890	0.02336123157
891	0.02332325776
892	0.02327487578
893	0.02325644789
894	0.02322789078
895	0.02318769892
896	0.0231751694
897	0.02314360142
898	0.02311760707
899	0.02307280535
900	0.0230454023
901	0.02300893723
902	0.02297075778
903	0.02294507749
904	0.02290307906
905	0.02286431575
906	0.02284911952
907	0.02281554765
908	0.02278950352
909	0.02277754396
910	0.0227592583
911	0.02273032572
912	0.02269642711
913	0.02267480279
914	0.02265676576
915	0.02264150186
916	0.02259567171
917	0.02256422325
918	0.02254563691
919	0.02251780243
920	0.02248897213
921	0.0224829588
922	0.02245911537
923	0.02244664464
924	0.0224316972
925	0.02239917244
926	0.02238469544
927	0.0223511861
928	0.02230612916
929	0.02228087844
930	0.02226453889
931	0.02223761199
932	0.02223005163
933	0.0221910008
934	0.02217476323
935	0.02215121401
936	0.02211620155
937	0.02209126059
938	0.0220697746
939	0.02204480716
940	0.02203104003
941	0.02197962538
942	0.02195342352
943	0.02193511673
944	0.02188571377
945	0.02184890492
946	0.02183707198
947	0.02180064173
948	0.02175946589
949	0.02173347295
950	0.02169940427
951	0.02167947044
952	0.02165540438
953	0.02161787841
954	0.02160267096
955	0.02159034045
956	0.02156225783
957	0.02154049596
958	0.02149667478
959	0.02147921003
960	0.02144220236
961	0.02142076222
962	0.02138545954
963	0.02136367655
964	0.02132200534
965	0.02129316265
966	0.02127779163
967	0.02126344289
968	0.02124277263
969	0.0212171885
970	0.02120567047
971	0.02117711118
972	0.02115896667
973	0.0211424545
974	0.02108978331
975	0.02105307073
976	0.02101796187
977	0.0209757524
978	0.02093801511
979	0.02091113148
980	0.02087915029
981	0.02086154363
982	0.02084768302
983	0.02083341132
984	0.02082074651
985	0.02079438578
986	0.0207716626
987	0.02074766859
988	0.02072146592
989	0.02070915149
990	0.02067790727
991	0.02066163883
992	0.02063794365
993	0.02062178433
994	0.02059584247
995	0.02058356987
996	0.02055064947
997	0.02054223551
998	0.02051375395
999	0.02048872891
