╒════╤═════════════════════╤════════════════╤════════════╕
│    │ Model               │   CV ACC (avg) │   Accuracy │
╞════╪═════════════════════╪════════════════╪════════════╡
│  1 │ Random Forest       │         0.9377 │     0.928  │
├────┼─────────────────────┼────────────────┼────────────┤
│  7 │ XGBoost             │         0.9442 │     0.9258 │
├────┼─────────────────────┼────────────────┼────────────┤
│  6 │ Gradient Boosting   │         0.9447 │     0.9237 │
├────┼─────────────────────┼────────────────┼────────────┤
│  2 │ Extra Trees         │         0.9307 │     0.9237 │
├────┼─────────────────────┼────────────────┼────────────┤
│  0 │ Decision Tree       │         0.9107 │     0.9004 │
├────┼─────────────────────┼────────────────┼────────────┤
│  5 │ SVM (SVC)           │         0.9149 │     0.8898 │
├────┼─────────────────────┼────────────────┼────────────┤
│  3 │ KNN                 │         0.8786 │     0.8792 │
├────┼─────────────────────┼────────────────┼────────────┤
│  4 │ Logistic Regression │         0.8842 │     0.8475 │
╘════╧═════════════════════╧════════════════╧════════════╛
