╒════╤═══════════════════╤════════════════╤════════════╕
│    │ Model             │   CV ACC (avg) │   accuracy │
╞════╪═══════════════════╪════════════════╪════════════╡
│  2 │ Decision Tree     │           1    │   1        │
├────┼───────────────────┼────────────────┼────────────┤
│  4 │ XGBoost           │           1    │   1        │
├────┼───────────────────┼────────────────┼────────────┤
│  3 │ Random Forest     │           1    │   1        │
├────┼───────────────────┼────────────────┼────────────┤
│  6 │ Gradient Boosting │           1    │   1        │
├────┼───────────────────┼────────────────┼────────────┤
│  5 │ KNN               │           0.98 │   0.983957 │
├────┼───────────────────┼────────────────┼────────────┤
│  0 │ OvO               │           0.97 │   0.981283 │
├────┼───────────────────┼────────────────┼────────────┤
│  1 │ OvR               │           0.91 │   0.919404 │
╘════╧═══════════════════╧════════════════╧════════════╛
