Lat_degrees,Long_degrees,Depth,Magnituda,Is_Shallow,Mag_Level,Type_mt,Type_origin
0.5152381993537887,0.8503443696465732,0.0451527224435591,0.3815789473684211,1.0,0.5,0.0,1.0
0.46737968564001664,0.8541784165386337,0.5604249667994687,0.49999999999999994,0.0,0.0,0.0,1.0
0.7350533245876152,0.5826445477352731,0.026560424966799466,0.19736842105263158,1.0,0.5,0.0,1.0
0.4797876733960111,0.2878702425173575,0.1739707835325365,0.631578947368421,0.0,0.0,0.0,1.0
0.4802735466316839,0.28805916656711117,0.15272244355909692,0.6578947368421051,0.0,1.0,0.0,1.0
0.47958117727085015,0.28760352621182284,0.15670650730411684,0.644736842105263,0.0,0.0,0.0,1.0
0.4793443140684597,0.28807861463105644,0.148738379814077,0.6578947368421051,0.0,1.0,0.0,1.0
0.47958725068629604,0.28760074791697354,0.15670650730411684,0.644736842105263,0.0,0.0,0.0,1.0
0.4784333017515731,0.28760074791697354,0.15139442231075695,0.6842105263157894,0.0,1.0,0.0,1.0
0.47910137745062326,0.2879674828370837,0.15006640106241698,0.6052631578947368,0.0,0.0,1.0,0.0
0.47995165561305064,0.28754518201998713,0.14741035856573703,0.631578947368421,0.0,0.0,0.0,1.0
0.616888953671987,0.31460299555750665,0.01593625498007968,0.40789473684210525,1.0,0.0,0.0,1.0
0.8710553166678815,0.07688930995490834,0.11155378486055775,0.3157894736842105,0.0,0.5,0.0,1.0
0.7282085853800745,0.5812220607724217,0.021248339973439574,0.21052631578947367,1.0,0.5,0.0,1.0
0.7593955736948231,0.560804371924775,0.02390438247011952,0.32894736842105265,1.0,0.5,0.0,1.0
0.737027184607536,0.5594318942692114,0.05312084993359893,0.35526315789473684,1.0,0.5,0.0,1.0
0.457419284308724,0.8031967060536267,0.06374501992031872,0.3157894736842105,1.0,0.5,0.0,1.0
0.77178534120448,0.5595902570756225,0.02390438247011952,0.3684210526315789,1.0,0.5,0.0,1.0
0.748651701771008,0.1585795134094402,0.00796812749003984,0.27631578947368424,1.0,0.5,0.0,1.0
0.7456514345407285,0.5783993132055134,0.013280212483399733,0.28947368421052627,1.0,0.5,0.0,1.0
0.7455603333090398,0.5783326341291297,0.021248339973439574,0.34210526315789475,1.0,0.5,0.0,1.0
0.4972001554794355,0.8716261081923581,0.017264276228419653,0.43421052631578944,1.0,0.0,0.0,1.0
0.45699414522751025,0.832924460941342,0.2297476759628154,0.3157894736842105,0.0,0.5,0.0,1.0
0.7395172849403592,0.4981399315983809,0.00398406374501992,0.21052631578947367,1.0,0.5,0.0,1.0
0.7405983528897312,0.6078409037237487,0.010624169986719787,0.1842105263157895,1.0,0.5,0.0,1.0
0.2262529456064914,0.963179258361973,0.017264276228419653,0.3815789473684211,1.0,0.5,0.0,1.0
0.7406104997206231,0.6078214556598035,0.01593625498007968,0.27631578947368424,1.0,0.5,0.0,1.0
0.7406590870441903,0.6078353471340501,0.013280212483399733,0.25,1.0,0.5,0.0,1.0
0.7432645822704858,0.6177788643997634,0.0199203187250996,0.23684210526315785,1.0,0.5,0.0,1.0
0.7437868959988341,0.5777241875571288,0.013280212483399733,0.15789473684210525,1.0,0.5,0.0,1.0
0.7470058061851664,0.6073158059972273,0.013280212483399733,0.27631578947368424,1.0,0.5,0.0,1.0
0.255417486577752,0.984322082165292,0.025232403718459494,0.40789473684210525,1.0,0.0,0.0,1.0
